paper_key,global_key,conf_key
conf/aaai/TekinYS16,aaai,conf/aaai/2016health
conf/icml/HoilesS16,icml,conf/icml/2016
conf/icml/Soltanmohammadi15,icml,conf/icml/2015
conf/icml/YoonAHS16,icml,conf/icml/2016
conf/infocom/Izhak-RatzinPS11,infocom,conf/infocom/2011
conf/infocom/KimRSL13,infocom,conf/infocom/2013
conf/infocom/KimRSL13a,infocom,conf/infocom/2013
conf/infocom/KimRSL13b,infocom,conf/infocom/2013w
conf/infocom/ParkS10,infocom,conf/infocom/2010
conf/infocom/ParkS11,infocom,conf/infocom/2011
conf/infocom/RenPS11,infocom,conf/infocom/2011
conf/infocom/RenPS12,infocom,conf/infocom/2012
conf/infocom/RenS13,infocom,conf/infocom/2013
conf/mobicom/RenS09,mobicom,conf/mobicom/2009coronet
conf/osdi/ParkS10,osdi,conf/osdi/2010netecon
conf/sigcomm/YuanXS15,sigcomm,conf/sigcomm/2015
conf/aaai/Schulz15,aaai,conf/aaai/2015
conf/aaai/Schulz15a,aaai,conf/aaai/2015
conf/ijcai/GaoT15,ijcai,conf/ijcai/2015
conf/ijcai/KakasMT16,ijcai,conf/ijcai/2016bridging
conf/kdd/CarstensT13,kdd,conf/kdd/2013wisdom
conf/aaai/SeukenTP10,aaai,conf/aaai/2010
conf/cikm/HopcroftLT11,cikm,conf/cikm/2011
conf/cikm/YangTZ14,cikm,conf/cikm/2014
conf/ijcai/FangT15,ijcai,conf/ijcai/2015
conf/ijcai/TangLLCG09,ijcai,conf/ijcai/2009
conf/ijcai/YangTC16,ijcai,conf/ijcai/2016
conf/kdd/DongYTYC14,kdd,conf/kdd/2014
conf/kdd/TangWGW11,kdd,conf/kdd/2011
conf/kdd/TangWS13,kdd,conf/kdd/2013
conf/kdd/YangSTML15,kdd,conf/kdd/2015
conf/kdd/ZhangTYPY15,kdd,conf/kdd/2015
conf/sigir/TangWB11,sigir,conf/sigir/2011
conf/www/LiangTL05,www,conf/www/2005si
conf/www/LouT13,www,conf/www/2013
conf/www/Tang16,www,conf/www/2016c
conf/www/TangFS15,www,conf/www/2015
conf/www/TangS14,www,conf/www/2014c
conf/chi/GuoYGSBL13,chi,conf/chi/2013a
conf/mfcs/AleksandrovDGMNS06,mfcs,conf/mfcs/2006
conf/aaai/GanLYMH16,aaai,conf/aaai/2016
conf/aaai/YanXTLY16,aaai,conf/aaai/2016
conf/aaai/YanYSMLHS15,aaai,conf/aaai/2015
conf/acl/DowneyBY15,acl,conf/acl/2015-1
conf/acl/YangC15,acl,conf/acl/2015-1
conf/acl/YangE14,acl,conf/acl/2014-2
conf/cvpr/GanWYYH15,cvpr,conf/cvpr/2015
conf/cvpr/MaYXYSH13,cvpr,conf/cvpr/2013
conf/cvpr/XiaoXYHW15,cvpr,conf/cvpr/2015
conf/cvpr/XuTYMH14,cvpr,conf/cvpr/2014
conf/cvpr/XuYH15,cvpr,conf/cvpr/2015
conf/cvpr/YuYH13,cvpr,conf/cvpr/2013
conf/iccv/MaoWYWHY15,iccv,conf/iccv/2015
conf/iccv/XuYTSH13,iccv,conf/iccv/2013
conf/iccv/YangMXYH13,iccv,conf/iccv/2013
conf/iccv/YangN11,iccv,conf/iccv/2011
conf/icde/ZhengSYY13,icde,conf/icde/2013
conf/ijcai/MaYNS13,ijcai,conf/ijcai/2013
conf/ijcai/YanTTYZS15,ijcai,conf/ijcai/2015
conf/mobicom/VarshneyXMYXB07,mobicom,conf/mobicom/2007wintech
conf/mobicom/YangB09,mobicom,conf/mobicom/2009vanet
conf/mobicom/YangVMB07,mobicom,conf/mobicom/2007vanet
conf/aaai/0002Z15,aaai,conf/aaai/2015
conf/aaai/LiBP06,aaai,conf/aaai/2006
conf/aaai/LiPB08,aaai,conf/aaai/2008
conf/ijcai/LiZF13,ijcai,conf/ijcai/2013
conf/chi/AndersonGWF15,chi,conf/chi/2015
conf/chi/BanovicGF13,chi,conf/chi/2013
conf/chi/ChenGWF14,chi,conf/chi/2014
conf/chi/ChenGWSHFA14,chi,conf/chi/2014
conf/chi/ChilanaGF11,chi,conf/chi/2011
conf/chi/ChilanaKWG13,chi,conf/chi/2013
conf/chi/ChilanaKWGF11,chi,conf/chi/2011
conf/chi/GrossmanB04,chi,conf/chi/2004
conf/chi/GrossmanB05,chi,conf/chi/2005
conf/chi/GrossmanB08,chi,conf/chi/2008
conf/chi/GrossmanBKFKB02,chi,conf/chi/2002
conf/chi/GrossmanBS03,chi,conf/chi/2003
conf/chi/GrossmanDB07,chi,conf/chi/2007
conf/chi/GrossmanF10,chi,conf/chi/2010
conf/chi/GrossmanFA09,chi,conf/chi/2009
conf/chi/GrossmanHBAB06,chi,conf/chi/2006
conf/chi/GrossmanKB07,chi,conf/chi/2007
conf/chi/GrossmanWB07,chi,conf/chi/2007
conf/chi/HasanGI11,chi,conf/chi/2011
conf/chi/KattinakereGS07,chi,conf/chi/2007
conf/chi/KaziGMSF16,chi,conf/chi/2016
conf/chi/KaziGUF16,chi,conf/chi/2016
conf/chi/KaziGUF16a,chi,conf/chi/2016a
conf/chi/KongGHAF12,chi,conf/chi/2012
conf/chi/LafreniereGCG16,chi,conf/chi/2016
conf/chi/LafreniereGF13,chi,conf/chi/2013
conf/chi/LafreniereGMF14,chi,conf/chi/2014
conf/chi/LepinskiGF10,chi,conf/chi/2010
conf/chi/MatejkaGF11,chi,conf/chi/2011
conf/chi/MatejkaGF12,chi,conf/chi/2012
conf/chi/MatejkaGF12a,chi,conf/chi/2012a
conf/chi/MatejkaGF13,chi,conf/chi/2013
conf/chi/MatejkaGF13a,chi,conf/chi/2013
conf/chi/MatejkaGGF16,chi,conf/chi/2016
conf/chi/RamakersAGF16,chi,conf/chi/2016
conf/chi/XiaAGW16,chi,conf/chi/2016
conf/chi/YangGIF11,chi,conf/chi/2011
conf/uist/AndersonGMF13,uist,conf/uist/2013
conf/uist/BanovicGMF12,uist,conf/uist/2012
conf/uist/ChenGF14,uist,conf/uist/2014
conf/uist/EnsGAMF15,uist,conf/uist/2015
conf/uist/GrossmanB06,uist,conf/uist/2006
conf/uist/GrossmanMF10,uist,conf/uist/2010
conf/uist/GrossmanWB04,uist,conf/uist/2004
conf/uist/MalacriaSCGG13,uist,conf/uist/2013
conf/uist/MatejkaGF11,uist,conf/uist/2011
conf/uist/MatejkaGF14,uist,conf/uist/2014
conf/uist/XiaGF15,uist,conf/uist/2015
conf/uist/XingKGWSF16,uist,conf/uist/2016
conf/uist/YangGWF12,uist,conf/uist/2012
conf/aaai/0004ZK16,aaai,conf/aaai/2016
conf/aaai/Zhang0K16,aaai,conf/aaai/2016
conf/aaai/ZhengK14,aaai,conf/aaai/2014
conf/ijcai/0004K16,ijcai,conf/ijcai/2016
conf/aaai/0005YJZ15,aaai,conf/aaai/2015
conf/aaai/ChenJ07,aaai,conf/aaai/2007
conf/aaai/HoiJ08,aaai,conf/aaai/2008
conf/aaai/LiY0J16,aaai,conf/aaai/2016
conf/aaai/XuJSZ15,aaai,conf/aaai/2015
conf/aaai/XuJZLK10,aaai,conf/aaai/2010
conf/aaai/Zhang0HJCH14,aaai,conf/aaai/2014
conf/aaai/ZhangZJCH16,aaai,conf/aaai/2016
conf/alt/0005YJZ16,alt,conf/alt/2016
conf/alt/JinHY10,alt,conf/alt/2010
conf/cikm/Jin16,cikm,conf/cikm/2016
conf/cikm/XuJHLK08,cikm,conf/cikm/2008
conf/colt/Mahdavi0J15,colt,conf/colt/2015
conf/colt/MahdaviJ13,colt,conf/colt/2013
conf/colt/ZhangMJYZ13,colt,conf/colt/2013
conf/cvpr/BhattacharyaSJS11,cvpr,conf/cvpr/2011
conf/cvpr/BucakJJ11,cvpr,conf/cvpr/2011
conf/cvpr/KangJS06,cvpr,conf/cvpr/2006
conf/cvpr/LeeJJ08,cvpr,conf/cvpr/2008
conf/cvpr/MallapragadaJJ10,cvpr,conf/cvpr/2010
conf/cvpr/QianJZL15,cvpr,conf/cvpr/2015
conf/cvpr/YangJSJ08,cvpr,conf/cvpr/2008
conf/iccv/BucakMJJ09,iccv,conf/iccv/2009
conf/iccv/FengJJ13,iccv,conf/iccv/2013
conf/icde/HoiLJ05,icde,conf/icde/2005w
conf/icml/HoiJ08,icml,conf/icml/2008
conf/icml/HoiJL07,icml,conf/icml/2007
conf/icml/JinH01,icml,conf/icml/2001
conf/icml/JinZ05,icml,conf/icml/2005
conf/icml/XuJYKL10,icml,conf/icml/2010
conf/icml/Yang0JZ15,icml,conf/icml/2015
conf/icml/Yang0JZ15a,icml,conf/icml/2015
conf/icml/YangJJ10,icml,conf/icml/2010
conf/icml/YangMJZZ12,icml,conf/icml/2012
conf/icml/ZhangJYH03,icml,conf/icml/2003
conf/icml/ZhangYJH13,icml,conf/icml/2013
conf/icml/ZhangYJXZ16,icml,conf/icml/2016
conf/ijcai/JinH01,ijcai,conf/ijcai/2001
conf/ijcai/XuJLK09,ijcai,conf/ijcai/2009
conf/kdd/DingSJL07,kdd,conf/kdd/2007
conf/kdd/TanJ04,kdd,conf/kdd/2004
conf/kdd/YangLJ15,kdd,conf/kdd/2015
conf/sigir/JinFH01,sigir,conf/sigir/2001
conf/sigir/JinHZ02,sigir,conf/sigir/2002
conf/sigir/WuJ06,sigir,conf/sigir/2006
conf/sigir/XiaWHJ12,sigir,conf/sigir/2012
conf/www/HoiJL06,www,conf/www/2006
conf/kdd/Yi0YLW15,kdd,conf/kdd/2015
conf/aaai/0011DWQH16,aaai,conf/aaai/2016
conf/aaai/0011QCH16,aaai,conf/aaai/2016
conf/cvpr/0011QYH16,cvpr,conf/cvpr/2016
conf/chi/AbergS01,chi,conf/chi/2001
conf/icse/ByersS10,icse,conf/icse/2010sess
conf/scam/KargenS12,scam,conf/scam/2012
conf/scam/KargenS14,scam,conf/scam/2014
conf/sigcomm/KrishnamoorthiB13,sigcomm,conf/sigcomm/2013fhmn
conf/aaai/AbtahiF11,aaai,conf/aaai/2011learning
conf/aaai/AcciarriCGLLPR05,aaai,conf/aaai/2005
conf/aaai/AchlioptasGKS00,aaai,conf/aaai/2000
conf/aaai/AnsoteguiBFGM06,aaai,conf/aaai/2006
conf/aaai/AnsoteguiGS05,aaai,conf/aaai/2005
conf/aaai/BrasBGSGSD14,aaai,conf/aaai/2014
conf/aaai/ErmonBSGGSD15,aaai,conf/aaai/2015
conf/aaai/ErmonGSS14,aaai,conf/aaai/2014
conf/aaai/Gomes00,aaai,conf/aaai/2000
conf/aaai/GomesHSS07,aaai,conf/aaai/2007
conf/aaai/GomesSS06,aaai,conf/aaai/2006
conf/aaai/KautzHRGS02,aaai,conf/aaai/2002
conf/aaai/LeBrasGS12,aaai,conf/aaai/2012
conf/aaai/XueEGS14,aaai,conf/aaai/2014
conf/aaai/XueEGS15,aaai,conf/aaai/2015sustainability
conf/icml/ErmonGSS13,icml,conf/icml/2013
conf/icml/ErmonGSS14,icml,conf/icml/2014
conf/icml/XueEBGS16,icml,conf/icml/2016
conf/ijcai/ErmonCGS11,ijcai,conf/ijcai/2011
conf/ijcai/ErmonGS11,ijcai,conf/ijcai/2011
conf/ijcai/GomesHSS07,ijcai,conf/ijcai/2007
conf/ijcai/GuoG09,ijcai,conf/ijcai/2009
conf/ijcai/GuoG09a,ijcai,conf/ijcai/2009
conf/ijcai/HoffmannGSK07,ijcai,conf/ijcai/2007
conf/ijcai/KautzRAGSS01,ijcai,conf/ijcai/2001
conf/ijcai/KrocSGS09,ijcai,conf/ijcai/2009
conf/ijcai/LeBrasBGSD13,ijcai,conf/ijcai/2013
conf/ijcai/LeBrasGS13,ijcai,conf/ijcai/2013
conf/ijcai/WilliamsGS03,ijcai,conf/ijcai/2003
conf/ijcai/XueEGS15,ijcai,conf/ijcai/2015
conf/soda/GomesRS03,soda,conf/soda/2003
conf/aaai/AchlioptasJM04,aaai,conf/aaai/2004
conf/aaai/JiaMS05,aaai,conf/aaai/2005
conf/colt/AckermanBL10,colt,conf/colt/2010
conf/ijcai/AckermanB11,ijcai,conf/ijcai/2011
conf/aaai/BalkanskiBKP14,aaai,conf/aaai/2014
conf/aaai/BranzeiCKP16,aaai,conf/aaai/2016
conf/aaai/BranzeiCMP13,aaai,conf/aaai/2013
conf/ijcai/AzizBFF15,ijcai,conf/ijcai/2015
conf/ijcai/BranzeiM15,ijcai,conf/ijcai/2015
conf/ijcai/YamanOB09,ijcai,conf/ijcai/2009
conf/aaai/AdulyasakVAJ15,aaai,conf/aaai/2015
conf/aaai/AhmedK11,aaai,conf/aaai/2011game
conf/aaai/VarakanthamCGA12,aaai,conf/aaai/2012
conf/aaai/AgmonS11,aaai,conf/aaai/2011game
conf/aaai/AgmonUS11,aaai,conf/aaai/2011
conf/aaai/ElmalechSA14,aaai,conf/aaai/2014
conf/soda/AgmonP04,soda,conf/soda/2004
conf/aaai/AumannHKS08,aaai,conf/aaai/2008
conf/aaai/AzariaAK12,aaai,conf/aaai/2012
conf/aaai/AzariaK13,aaai,conf/aaai/2013
conf/aaai/BarrettSKR13,aaai,conf/aaai/2013
conf/aaai/BitanGKDA13,aaai,conf/aaai/2013
conf/aaai/BuntainAK14,aaai,conf/aaai/2014
conf/aaai/EyalKR11,aaai,conf/aaai/2011
conf/aaai/FriederLK12,aaai,conf/aaai/2012
conf/aaai/GrantKP02,aaai,conf/aaai/2002
conf/aaai/GrantKW10,aaai,conf/aaai/2010
conf/aaai/KatzK06,aaai,conf/aaai/2006
conf/aaai/KatzK07,aaai,conf/aaai/2007
conf/aaai/Kraus15,aaai,conf/aaai/2015
conf/aaai/LinKOG10,aaai,conf/aaai/2010
conf/aaai/ParuchuriPMTOK08,aaai,conf/aaai/2008
conf/aaai/PeledGK13,aaai,conf/aaai/2013
conf/aaai/PitaJOPTWPK08,aaai,conf/aaai/2008
conf/aaai/RosenfeldK15,aaai,conf/aaai/2015
conf/aaai/SarneK05,aaai,conf/aaai/2005
conf/aaai/SarneK05a,aaai,conf/aaai/2005
conf/aaai/StoneKKR10,aaai,conf/aaai/2010
conf/ijcai/GrantKWZ11,ijcai,conf/ijcai/2011
conf/ijcai/HazonAK09,ijcai,conf/ijcai/2009
conf/ijcai/HazonLK13,ijcai,conf/ijcai/2013
conf/ijcai/KrausST03,ijcai,conf/ijcai/2003
conf/ijcai/PeledBKK13,ijcai,conf/ijcai/2013
conf/ijcai/RosenfeldK09,ijcai,conf/ijcai/2009
conf/ijcai/RosenfeldKK05,ijcai,conf/ijcai/2005
conf/ijcai/ZuckermanFK09,ijcai,conf/ijcai/2009
conf/ijcai/ZuckermanKR07,ijcai,conf/ijcai/2007
conf/aaai/AguirreLGTEK11,aaai,conf/aaai/2011aarrm
conf/aaai/AgussurjaLC16,aaai,conf/aaai/2016
conf/aaai/GunawanLM15,aaai,conf/aaai/2015aconfig
conf/aaai/LauLL00,aaai,conf/aaai/2000
conf/aaai/LauLO02,aaai,conf/aaai/2002
conf/aaai/LauNW04,aaai,conf/aaai/2004
conf/aaai/Nguyen0LZZ14,aaai,conf/aaai/2014
conf/aaai/OentaryoHL15,aaai,conf/aaai/2015
conf/aaai/ThangarajooAL08,aaai,conf/aaai/2008
conf/uist/HalimYL06,uist,conf/uist/2006
conf/aaai/AhmadHWTPS10,aaai,conf/aaai/2010
conf/cvpr/WangWKZL12,cvpr,conf/cvpr/2012
conf/cvpr/WangWZTGL12,cvpr,conf/cvpr/2012
conf/edbt/WangNT16,edbt,conf/edbt/2016
conf/er/ChenHW10,er,conf/er/2010w
conf/iccv/WangWZGLG13,iccv,conf/iccv/2013
conf/ijcai/WangZHCWW13,ijcai,conf/ijcai/2013
conf/aaai/AhmadinejadDHLM16,aaai,conf/aaai/2016
conf/esa/BateniDHS15,esa,conf/esa/2015
conf/icalp/DehghaniEHLRS16,icalp,conf/icalp/2016
conf/icalp/DehghaniHMS16,icalp,conf/icalp/2016
conf/soda/DehghaniEHL16,soda,conf/soda/2016
conf/aaai/AhmadiS06,aaai,conf/aaai/2006
conf/aaai/AhmadiS06a,aaai,conf/aaai/2006
conf/aaai/AhmadKSWSC11,aaai,conf/aaai/2011aarrm
conf/aaai/AhmedG14,aaai,conf/aaai/2014
conf/icsm/Dayani-FardGM05,icsm,conf/icsm/2005
conf/www/AhmetajFPSS15,www,conf/www/2015
conf/aaai/CalvaneseEO07,aaai,conf/aaai/2007
conf/aaai/EiterOSTX12,aaai,conf/aaai/2012
conf/aaai/OrtizCE06,aaai,conf/aaai/2006
conf/aaai/OrtizSE08,aaai,conf/aaai/2008
conf/icdt/CalvaneseOS16,icdt,conf/icdt/2016
conf/ijcai/BienvenuOS13,ijcai,conf/ijcai/2013
conf/ijcai/BienvenuOSX13,ijcai,conf/ijcai/2013
conf/ijcai/CalvaneseCO11,ijcai,conf/ijcai/2011
conf/ijcai/CalvaneseEO09,ijcai,conf/ijcai/2009
conf/ijcai/CalvaneseOS11,ijcai,conf/ijcai/2011
conf/ijcai/EiterLOS09,ijcai,conf/ijcai/2009
conf/ijcai/OrtizRS11,ijcai,conf/ijcai/2011
conf/aaai/AhnP14,aaai,conf/aaai/2014
conf/chi/AyzenbergRP12,chi,conf/chi/2012a
conf/chi/BickmoreP04,chi,conf/chi/2004a
conf/chi/KimPL08,chi,conf/chi/2008a
conf/chi/LeeMGP08,chi,conf/chi/2008a
conf/chi/MuellerAP03,chi,conf/chi/2003
conf/chi/PicardWN02,chi,conf/chi/2002a
conf/chi/ReynoldsP04,chi,conf/chi/2004a
conf/ijcai/DinakarPL15,ijcai,conf/ijcai/2015
conf/uist/HernandezP14,uist,conf/uist/2014a
conf/aaai/AkbariHNC16,aaai,conf/aaai/2016
conf/aaai/WangYHYL15,aaai,conf/aaai/2015
conf/kdd/WangHYL14,kdd,conf/kdd/2014
conf/aaai/AkersBKRY00,aaai,conf/aaai/2000
conf/ijcai/CederborgGIT15,ijcai,conf/ijcai/2015
conf/ijcai/CoboZIT11,ijcai,conf/ijcai/2011
conf/aaai/AkibaHNIY15,aaai,conf/aaai/2015
conf/kdd/NoriKYII15,kdd,conf/kdd/2015
conf/cikm/AktolgaA11,cikm,conf/cikm/2011
conf/cikm/AktolgaCA08,cikm,conf/cikm/2008
conf/cikm/KongAA13,cikm,conf/cikm/2013
conf/sigir/AktolgaA13,sigir,conf/sigir/2013
conf/sigir/CartrightAD09,sigir,conf/sigir/2009
conf/chi/AssogbaRM10,chi,conf/chi/2010a
conf/chi/DiMicco04,chi,conf/chi/2004a
conf/aaai/Al-BakriALR15,aaai,conf/aaai/2015
conf/aaai/RoussetU15,aaai,conf/aaai/2015
conf/ijcai/AdjimanCGRS05,ijcai,conf/ijcai/2005
conf/ijcai/GoasdoueR03,ijcai,conf/ijcai/2003iiweb
conf/icml/CisseAB16,icml,conf/icml/2016
conf/aaai/AlabdulmohsinGZ15,aaai,conf/aaai/2015
conf/aaai/LuGWWH15,aaai,conf/aaai/2015
conf/aaai/WangTG16,aaai,conf/aaai/2016
conf/cikm/AlabdulmohsinGZ14,cikm,conf/cikm/2014
conf/cikm/WangG15,cikm,conf/cikm/2015
conf/ijcai/LuGHWW15,ijcai,conf/ijcai/2015
conf/recomb/JangGL10,recomb,conf/recomb/2010
conf/sp/MurrayMBGBSLGK13,sp,conf/sp/2013
conf/www/NagarajanSV11,www,conf/www/2011c
conf/cikm/CooperCB02,cikm,conf/cikm/2002
conf/sigir/BrownC01,sigir,conf/sigir/2001w1
conf/sigir/BrownC01a,sigir,conf/sigir/2001w1
conf/aaai/AlechinaBDHHLNZ13,aaai,conf/aaai/2013
conf/aaai/AlechinaDLM07,aaai,conf/aaai/2007
conf/aaai/DuNALJG15,aaai,conf/aaai/2015
conf/ijcai/AlechinaBLN15,ijcai,conf/ijcai/2015
conf/ijcai/AlechinaDL13,ijcai,conf/ijcai/2013
conf/ijcai/AlechinaDL16,ijcai,conf/ijcai/2016
conf/ijcai/AlechinaLNR09,ijcai,conf/ijcai/2009
conf/ijcai/AlechinaLNR15,ijcai,conf/ijcai/2015
conf/cikm/KeetKG13,cikm,conf/cikm/2013
conf/aaai/AleksandrowiczCHI14,aaai,conf/aaai/2014
conf/fase/ChocklerFGN09,fase,conf/fase/2009
conf/fase/LandsbergCKL15,fase,conf/fase/2015
conf/ijcai/ChocklerH03,ijcai,conf/ijcai/2003
conf/soda/ChocklerZ01,soda,conf/soda/2001
conf/aaai/AlexanderZ05,aaai,conf/aaai/2005
conf/aaai/HuddlestonZ07,aaai,conf/aaai/2007
conf/aaai/HutchinsonZ06,aaai,conf/aaai/2006
conf/aaai/AlharbiQZ16,aaai,conf/aaai/2016
conf/kdd/QahtanAWZ15,kdd,conf/kdd/2015
conf/aaai/Alkalay-HoulihanV14,aaai,conf/aaai/2014
conf/aaai/AllenCFGJST07,aaai,conf/aaai/2007
conf/acl/ManshadiAS11,acl,conf/acl/2011s
conf/aaai/AllenGM14,aaai,conf/aaai/2014mpref
conf/aaai/BurtonGM15,aaai,conf/aaai/2015ethics
conf/aaai/BurtonGM16,aaai,conf/aaai/2016ethics
conf/aaai/GoldsmithLMP14,aaai,conf/aaai/2014
conf/aaai/GoldsmithMS14,aaai,conf/aaai/2014mpref
conf/aaai/GuerinAG13,aaai,conf/aaai/2013late
conf/aaai/PernyWGH13,aaai,conf/aaai/2013late
conf/aaai/SaarinenTG14,aaai,conf/aaai/2014mpref
conf/aaai/ShafranSG16,aaai,conf/aaai/2016
conf/alt/GoldsmithSST04,alt,conf/alt/2004
conf/colt/GoldsmithSST00,colt,conf/colt/2000
conf/ijcai/DaiG07,ijcai,conf/ijcai/2007
conf/ijcai/GoldsmithLTW05,ijcai,conf/ijcai/2005
conf/mfcs/GoldsmithHM05,mfcs,conf/mfcs/2005
conf/ssdbm/DekhtyarGH01,ssdbm,conf/ssdbm/2001
conf/stoc/GoldsmithS00,stoc,conf/stoc/2000
conf/aaai/AlloucheBBGGLMS12,aaai,conf/aaai/2012
conf/aaai/GutierrezM10,aaai,conf/aaai/2010
conf/ijcai/GutierrezM11,ijcai,conf/ijcai/2011
conf/ijcai/GutierrezMY11,ijcai,conf/ijcai/2011
conf/aaai/AlonFMT13,aaai,conf/aaai/2013
conf/aaai/AlonMT13,aaai,conf/aaai/2013late
conf/colt/Alon10,colt,conf/colt/2010
conf/colt/AlonCDK15,colt,conf/colt/2015
conf/compgeom/AlonHNS08,compgeom,conf/compgeom/2008
conf/compgeom/AlonS06,compgeom,conf/compgeom/2006
conf/esa/AlonY07,esa,conf/esa/2007
conf/focs/Alon01,focs,conf/focs/2001
conf/focs/Alon10,focs,conf/focs/2010
conf/focs/AlonBKRS02,focs,conf/focs/2002
conf/focs/AlonC02,focs,conf/focs/2002
conf/focs/AlonC07,focs,conf/focs/2007
conf/focs/AlonCKRRS00,focs,conf/focs/2000
conf/focs/AlonLG09,focs,conf/focs/2009
conf/focs/AlonLSWH08,focs,conf/focs/2008
conf/focs/AlonLW01,focs,conf/focs/2001
conf/focs/AlonN08,focs,conf/focs/2008
conf/focs/AlonNRW15,focs,conf/focs/2015
conf/focs/AlonS05,focs,conf/focs/2005
conf/focs/AlonSS05,focs,conf/focs/2005
conf/focs/AlonY10,focs,conf/focs/2010
conf/fsttcs/AlonFGKS07,fsttcs,conf/fsttcs/2007
conf/icalp/AlonFGKS07,icalp,conf/icalp/2007
conf/icalp/AlonG07,icalp,conf/icalp/2007
conf/icalp/AlonLS09,icalp,conf/icalp/2009-1
conf/icalp/AlonSS06,icalp,conf/icalp/2006-1
conf/ijcai/AlonFLT15,ijcai,conf/ijcai/2015
conf/podc/AlonEFT10,podc,conf/podc/2010
conf/pods/AlonDLT05,pods,conf/pods/2005
conf/soda/AlonAABN04,soda,conf/soda/2004
conf/soda/AlonBDFHS05,soda,conf/soda/2005
conf/soda/AlonC03,soda,conf/soda/2003
conf/soda/AlonC08,soda,conf/soda/2008
conf/soda/AlonF09,soda,conf/soda/2009
conf/soda/AlonGHK14,soda,conf/soda/2014
conf/soda/AlonKNSS08,soda,conf/soda/2008
conf/soda/AlonNS16,soda,conf/soda/2016
conf/soda/AlonS02,soda,conf/soda/2002
conf/soda/AlonS04,soda,conf/soda/2004
conf/soda/AlonS05,soda,conf/soda/2005
conf/soda/AlonSS07,soda,conf/soda/2007
conf/soda/AlonSY14,soda,conf/soda/2014
conf/soda/AlonSZ01,soda,conf/soda/2001
conf/spaa/AlonAAP06,spaa,conf/spaa/2006
conf/spaa/AlonAG05,spaa,conf/spaa/2005
conf/spaa/AlonAKKLT08,spaa,conf/spaa/2008
conf/spaa/AlonDHL10,spaa,conf/spaa/2010
conf/stoc/AgarwalAC07,stoc,conf/stoc/2007
conf/stoc/AlonAA03,stoc,conf/stoc/2003
conf/stoc/AlonLSV13,stoc,conf/stoc/2013
conf/stoc/AlonMS12,stoc,conf/stoc/2012
conf/stoc/AlonN04,stoc,conf/stoc/2004
conf/stoc/AlonS03,stoc,conf/stoc/2003
conf/stoc/AlonS05,stoc,conf/stoc/2005
conf/stoc/AlonVKK02,stoc,conf/stoc/2002
conf/stoc/Shapira06,stoc,conf/stoc/2006
conf/wdag/AfekABCHK11,wdag,conf/wdag/2011
conf/www/AlonGT12,www,conf/www/2012
conf/aaai/AlonsoAH10,aaai,conf/aaai/2010meta
conf/aaai/HavasiAS10,aaai,conf/aaai/2010coll
conf/aaai/HavasiSALAM10,aaai,conf/aaai/2010coll
conf/aaai/SpeerHL08,aaai,conf/aaai/2008
conf/chi/Brucker-CohenBACD04,chi,conf/chi/2004a
conf/aaai/AmadorOZ14,aaai,conf/aaai/2014
conf/aaai/AmanCP15,aaai,conf/aaai/2015
conf/aaai/AmanCP16,aaai,conf/aaai/2016grid
conf/aaai/ChelmisASFP15,aaai,conf/aaai/2015sustainability
conf/ijcai/BoulariasDOS16,ijcai,conf/ijcai/2016
conf/aaai/WeltyJ00,aaai,conf/aaai/2000
conf/cikm/YangRK03,cikm,conf/cikm/2003
conf/coopis/YangK02,coopis,conf/coopis/2002
conf/coopis/YangK02a,coopis,conf/coopis/2002
conf/coopis/YangKZ03,coopis,conf/coopis/2003
conf/kdd/Yang04,kdd,conf/kdd/2004
conf/pods/DavulcuYKR00,pods,conf/pods/00
conf/pods/YangKC06,pods,conf/pods/2006
conf/aaai/WeldWAAFHPS08,aaai,conf/aaai/2008
conf/chi/AmershiFW12,chi,conf/chi/2012
conf/chi/AmershiLKMC11,chi,conf/chi/2011
conf/chi/HoffmannAPWFW09,chi,conf/chi/2009
conf/ijcai/AmershiLKMC11,ijcai,conf/ijcai/2011
conf/uist/Amershi11,uist,conf/uist/2011a
conf/aaai/KapoorLTH12,aaai,conf/aaai/2012
conf/aaai/KapoorLTH12a,aaai,conf/aaai/2012
conf/chi/AdarTT13,chi,conf/chi/2013
conf/chi/BadshahGMPT12,chi,conf/chi/2012
conf/chi/CohnMPT11,chi,conf/chi/2011
conf/chi/CohnMPT12,chi,conf/chi/2012
conf/chi/FogartyTKW08,chi,conf/chi/2008
conf/chi/GrimesTHSR08,chi,conf/chi/2008
conf/chi/GuptaMPT12,chi,conf/chi/2012
conf/chi/HarrisonTM10,chi,conf/chi/2010
conf/chi/HinckleyZSBCST07,chi,conf/chi/2007
conf/chi/KapoorLTH10,chi,conf/chi/2010
conf/chi/KendallMT15,chi,conf/chi/2015
conf/chi/KimCZT12,chi,conf/chi/2012
conf/chi/NijholtTAMG08,chi,conf/chi/2008a
conf/chi/SaponasTMB08,chi,conf/chi/2008
conf/chi/SaponasTMTL10,chi,conf/chi/2010
conf/chi/schraefelWAT09,chi,conf/chi/2009a
conf/chi/ShenoyT08,chi,conf/chi/2008
conf/chi/TalbotLKT09,chi,conf/chi/2009
conf/chi/TanGSP03,chi,conf/chi/2003
conf/chi/TanGSP04,chi,conf/chi/2004
conf/chi/TanP02,chi,conf/chi/2002a
