paper_key,global_key,conf_key
conf/chi/LinH10,chi,conf/chi/2010a
conf/chi/TymanH03,chi,conf/chi/2003a
conf/chi/0001R15,chi,conf/chi/2015a
conf/chi/0001RJ15,chi,conf/chi/2015
conf/chi/Pearson10,chi,conf/chi/2010a
conf/chi/LeM0H16,chi,conf/chi/2016a
conf/chi/LischkeM0SH15,chi,conf/chi/2015
conf/chi/Mayer0SH15,chi,conf/chi/2015
conf/chi/Wolf12,chi,conf/chi/2012a
conf/chi/WolfB13,chi,conf/chi/2013a
conf/chi/AbdelrahmanSH015,chi,conf/chi/2015
conf/chi/ShiraziAHSKS14,chi,conf/chi/2014
conf/chi/0001VK00,chi,conf/chi/2000a
conf/chi/KortuemGB02,chi,conf/chi/2002a
conf/mobicom/BrownFEGDLK07,mobicom,conf/mobicom/2007chants
conf/uist/KortuemKG05,uist,conf/uist/2005
conf/chi/0002FEMRBMSO14,chi,conf/chi/2014
conf/chi/TaylorMBMREFWO12,chi,conf/chi/2012
conf/chi/0002FTO15,chi,conf/chi/2015
conf/chi/FeitO13,chi,conf/chi/2013a
conf/chi/FeitWO16,chi,conf/chi/2016
conf/chi/0005LACFS14,chi,conf/chi/2014
conf/chi/AlmuhimediSSAAG15,chi,conf/chi/2015
conf/chi/EgelmanCH08,chi,conf/chi/2008
conf/chi/KelleyBCS11,chi,conf/chi/2011
conf/chi/KelleyCS13,chi,conf/chi/2013
conf/chi/UrBSBCC16,chi,conf/chi/2016
conf/nsdi/Cranor08,nsdi,conf/nsdi/2008upsec
conf/www/Cranor05,www,conf/www/2005
conf/chi/BallegaardHK08,chi,conf/chi/2008
conf/chi/AbascalLS04,chi,conf/chi/2004aisd
conf/chi/AbbarMW15,chi,conf/chi/2015
conf/chi/MejovaBW15,chi,conf/chi/2015
conf/chi/AbbasDME16,chi,conf/chi/2016a
conf/chi/AbdulinB16,chi,conf/chi/2016a
conf/chi/BillmanB07,chi,conf/chi/2007
conf/chi/DerbovenZVGG15,chi,conf/chi/2015
conf/chi/AbeI16,chi,conf/chi/2016a
conf/chi/AkahaniII00,chi,conf/chi/2000a
conf/chi/IsbisterKFR12,chi,conf/chi/2012a
conf/chi/IsbisterNIN00,chi,conf/chi/2000
conf/chi/IsbisterSF11,chi,conf/chi/2011a
conf/chi/KarleskyI13,chi,conf/chi/2013a
conf/chi/KarleskyMI13,chi,conf/chi/2013a
conf/chi/MelcerI16,chi,conf/chi/2016a
conf/chi/MelcerI16a,chi,conf/chi/2016a
conf/chi/MuellerI14,chi,conf/chi/2014
conf/chi/Abokhodair15,chi,conf/chi/2015a
conf/chi/AbowdABEMMS00,chi,conf/chi/2000a
conf/chi/CampHKLM00,chi,conf/chi/2000a
conf/chi/MillerM14,chi,conf/chi/2014
conf/chi/RowanM05,chi,conf/chi/2005
conf/chi/SiioRM02,chi,conf/chi/2002a
conf/chi/SiioRM03,chi,conf/chi/2003a
conf/chi/TerryMNY04,chi,conf/chi/2004
conf/chi/TullioBHM04,chi,conf/chi/2004a
conf/chi/VoidaM09,chi,conf/chi/2009
conf/uist/EdwardsILM00,uist,conf/uist/2000
conf/uist/MacIntyreMVHTC01,uist,conf/uist/2001
conf/uist/TerryM02,uist,conf/uist/2002
conf/uist/TullioGMN02,uist,conf/uist/2002
conf/uist/VoidaME08,uist,conf/uist/2008
conf/chi/AccotZ01,chi,conf/chi/2001
conf/chi/AccotZ02,chi,conf/chi/2002
conf/chi/AccotZ03,chi,conf/chi/2003
conf/chi/AlbinssonZ03,chi,conf/chi/2003
conf/chi/CaoZ07,chi,conf/chi/2007
conf/chi/CockburnKAZ07,chi,conf/chi/2007
conf/chi/GordonOZ16,chi,conf/chi/2016
conf/chi/HunterZS00,chi,conf/chi/2000a
conf/chi/IngmarssonDZ04,chi,conf/chi/2004
conf/chi/KristenssonZ07,chi,conf/chi/2007
conf/chi/KristenssonZ07a,chi,conf/chi/2007a
conf/chi/LeeZ09,chi,conf/chi/2009
conf/chi/QuinnZ16,chi,conf/chi/2016
conf/chi/ReyalZK15,chi,conf/chi/2015
conf/chi/WangZC10,chi,conf/chi/2010
conf/chi/ZhaiCBG03,chi,conf/chi/2003
conf/chi/ZhaiK03,chi,conf/chi/2003
conf/chi/ZhaiK08,chi,conf/chi/2008
conf/chi/ZhaiKGGPLD09,chi,conf/chi/2009a
conf/chi/ZhaiS01,chi,conf/chi/2001a
conf/uist/KristenssonZ04,uist,conf/uist/2004
conf/uist/WangZC06,uist,conf/uist/2006
conf/uist/ZhaiHS00,uist,conf/uist/2000
conf/chi/AchibetCLM15,chi,conf/chi/2015
conf/chi/AckadCMK12,chi,conf/chi/2012a
conf/chi/AckadTK16,chi,conf/chi/2016
conf/chi/AptedKQ06,chi,conf/chi/2006
conf/chi/LangdaleKK06,chi,conf/chi/2006a
conf/chi/UllmanK07,chi,conf/chi/2007a
conf/icde/FeketeKFBK15,icde,conf/icde/2015w
conf/sigmod/KarsaiFKM16,sigmod,conf/sigmod/2016hilda
conf/chi/MullerMS01,chi,conf/chi/2001a
conf/chi/Adams00,chi,conf/chi/2000a
conf/chi/AdamsBG14,chi,conf/chi/2014
conf/chi/KangGG13,chi,conf/chi/2013a
conf/chi/MatthewsGD14,chi,conf/chi/2014
conf/chi/PollakAG11,chi,conf/chi/2011
conf/chi/AdamsGL14,chi,conf/chi/2014
conf/chi/AdamsL13,chi,conf/chi/2013a
conf/chi/EnglandLBEC16,chi,conf/chi/2016a
conf/chi/GonzalezAL14,chi,conf/chi/2014a
conf/chi/GonzalezL11,chi,conf/chi/2011a
conf/chi/LatulipeMKC06,chi,conf/chi/2006
conf/uist/FungLTL08,uist,conf/uist/2008
conf/uist/LatulipeKC05,uist,conf/uist/2005
conf/chi/AdarTD08,chi,conf/chi/2008
conf/chi/AdarTD09,chi,conf/chi/2009
conf/chi/AndreTD09,chi,conf/chi/2009
conf/chi/BernsteinTDLH12,chi,conf/chi/2012
conf/chi/ChenD00,chi,conf/chi/2000
conf/chi/CutrellRDS06,chi,conf/chi/2006
conf/chi/Dumais15,chi,conf/chi/2015a
conf/chi/DumaisCC01,chi,conf/chi/2001
conf/chi/HuangWD11,chi,conf/chi/2011
conf/chi/KatoWTD13,chi,conf/chi/2013a
conf/chi/PaekDL04,chi,conf/chi/2004
conf/chi/TeevanDL10,chi,conf/chi/2010
conf/cikm/AwadallahWPDW14,cikm,conf/cikm/2014
conf/cikm/Collins-ThompsonSD01,cikm,conf/cikm/2001
conf/cikm/DiriyeWBD12,cikm,conf/cikm/2012
conf/cikm/DowneyDLH08,cikm,conf/cikm/2008
conf/cikm/Dumais10,cikm,conf/cikm/2010
conf/cikm/Dumais16,cikm,conf/cikm/2016
conf/cikm/JonesBD01,cikm,conf/cikm/2001
conf/cikm/OdijkWAD15,cikm,conf/cikm/2015
conf/cikm/WhiteBD10,cikm,conf/cikm/2010
conf/cikm/WhiteD09,cikm,conf/cikm/2009
conf/ijcai/DowneyDH07,ijcai,conf/ijcai/2007
conf/ijcai/OrganisciakTDMK15,ijcai,conf/ijcai/2015
conf/kdd/RamageMD11,kdd,conf/kdd/2011
conf/sigir/AgichteinBD06,sigir,conf/sigir/2006
conf/sigir/AgichteinBDR06,sigir,conf/sigir/2006
conf/sigir/AgichteinWDB12,sigir,conf/sigir/2012
conf/sigir/BennettDH02,sigir,conf/sigir/2002
conf/sigir/BuscherDC10,sigir,conf/sigir/2010
conf/sigir/ClarkeADW07,sigir,conf/sigir/2007
conf/sigir/DowneyDH07,sigir,conf/sigir/2007
conf/sigir/Dumais09,sigir,conf/sigir/2009
conf/sigir/Dumais12,sigir,conf/sigir/2012
conf/sigir/Dumais14,sigir,conf/sigir/2014
conf/sigir/DumaisCCJSR03,sigir,conf/sigir/2003
conf/sigir/DumaisCSH04,sigir,conf/sigir/2004
conf/sigir/FourneyD16,sigir,conf/sigir/2016
conf/sigir/GuoWZAD11,sigir,conf/sigir/2011
conf/sigir/KotovBWDT11,sigir,conf/sigir/2011
conf/sigir/LiuWD10,sigir,conf/sigir/2010
conf/sigir/LivneGTDA14,sigir,conf/sigir/2014
conf/sigir/RadlinskiD06,sigir,conf/sigir/2006
conf/sigir/TeevanDH05,sigir,conf/sigir/2005
conf/sigir/TeevanDH07,sigir,conf/sigir/2007
conf/sigir/TeevanDL08,sigir,conf/sigir/2008
conf/sigir/WhiteDT08,sigir,conf/sigir/2008
conf/uist/TeevanDLH09,uist,conf/uist/2009
conf/www/BroderMBDPPR05,www,conf/www/2005si
conf/www/Danescu-Niculescu-MizilGD11,www,conf/www/2011
conf/www/GabrilovichDH04,www,conf/www/2004
conf/www/LeskovecDH07,www,conf/www/2007
conf/www/SchnabelBDJ16,www,conf/www/2016
conf/chi/AdibMKKM15,chi,conf/chi/2015
conf/infocom/GollakotaK11,infocom,conf/infocom/2011
conf/infocom/HassaniehSAHK14,infocom,conf/infocom/2014
conf/mobicom/AbariHRK16,mobicom,conf/mobicom/2016
conf/mobicom/AbariRK14,mobicom,conf/mobicom/2014
conf/mobicom/AdibKAGK13,mobicom,conf/mobicom/2013
conf/mobicom/AdibKMKM14,mobicom,conf/mobicom/2014
conf/mobicom/HassaniehAKI12,mobicom,conf/mobicom/2012
conf/mobicom/JadidianK14,mobicom,conf/mobicom/2014
conf/mobicom/JakubczakK10,mobicom,conf/mobicom/2010s3
conf/mobicom/JakubczakK11,mobicom,conf/mobicom/2011
conf/mobicom/PerliAK10,mobicom,conf/mobicom/2010
conf/mobicom/ShiHK14,mobicom,conf/mobicom/2014s3
conf/mobicom/ShiKKP15,mobicom,conf/mobicom/2015
conf/mobicom/ShiKKP15a,mobicom,conf/mobicom/2015s3
conf/mobicom/SubramanianBBDKK14,mobicom,conf/mobicom/2014
conf/mobicom/ZhaoAK16,mobicom,conf/mobicom/2016
conf/nsdi/AdibKK15,nsdi,conf/nsdi/2015
conf/nsdi/AdibKKM14,nsdi,conf/nsdi/2014
conf/nsdi/KandulaKJB05,nsdi,conf/nsdi/2005
conf/nsdi/KattiCK07,nsdi,conf/nsdi/2007
conf/nsdi/KushmanKKM07,nsdi,conf/nsdi/2007
conf/nsdi/ShiBK15,nsdi,conf/nsdi/2015
conf/osdi/KushmanK10,osdi,conf/osdi/2010
conf/sigcomm/AbariVKC15,sigcomm,conf/sigcomm/2015
conf/sigcomm/AdibK13,sigcomm,conf/sigcomm/2013
conf/sigcomm/ChachulskiJKK07,sigcomm,conf/sigcomm/2007
conf/sigcomm/GollakotaAKS11,sigcomm,conf/sigcomm/2011
conf/sigcomm/GollakotaHRKF11,sigcomm,conf/sigcomm/2011
conf/sigcomm/GollakotaK08,sigcomm,conf/sigcomm/2008
conf/sigcomm/GollakotaPK09,sigcomm,conf/sigcomm/2009
conf/sigcomm/HamedRAK15,sigcomm,conf/sigcomm/2015
conf/sigcomm/HamedRAK16,sigcomm,conf/sigcomm/2016
conf/sigcomm/JakubczakK10,sigcomm,conf/sigcomm/2010
conf/sigcomm/KandulaCK08,sigcomm,conf/sigcomm/2008
conf/sigcomm/KatabiHR02,sigcomm,conf/sigcomm/2002
conf/sigcomm/KattiGK07,sigcomm,conf/sigcomm/2007
conf/sigcomm/KumarCGK13,sigcomm,conf/sigcomm/2013
conf/sigcomm/KumarGK12,sigcomm,conf/sigcomm/2012mcc
conf/sigcomm/PerliAK10,sigcomm,conf/sigcomm/2010
conf/sigcomm/RahulHK10,sigcomm,conf/sigcomm/2010
conf/sigcomm/RahulKK12,sigcomm,conf/sigcomm/2012
conf/sigcomm/VasishtKK15,sigcomm,conf/sigcomm/2015
conf/sigcomm/VasishtKRK16,sigcomm,conf/sigcomm/2016
conf/soda/AndoniIKH13,soda,conf/soda/2013
conf/soda/HassaniehIKP12,soda,conf/soda/2012
conf/stoc/HassaniehIKP12,stoc,conf/stoc/2012
conf/chi/CaldeGR02,chi,conf/chi/2002cs
conf/chi/AdnanJB16,chi,conf/chi/2016
conf/chi/AkazueHBB16,chi,conf/chi/2016
conf/chi/AyoadeB14,chi,conf/chi/2014
conf/chi/FrohlichBRSHN06,chi,conf/chi/2006a
conf/chi/ReichlFBSD07,chi,conf/chi/2007a
conf/chi/UzorB13,chi,conf/chi/2013
conf/chi/UzorB14,chi,conf/chi/2014
conf/sigir/HtunHB15,sigir,conf/sigir/2015
conf/chi/AferganPSJHBCJ14,chi,conf/chi/2014
conf/chi/HornSCJ09,chi,conf/chi/2009
conf/chi/SoloveySSSFJ12,chi,conf/chi/2012
conf/chi/SoloveyZPRM14,chi,conf/chi/2014
conf/chi/AfonsoB11,chi,conf/chi/2011a
conf/chi/BergTH03,chi,conf/chi/2003
conf/chi/GolovchinskyQMCD09,chi,conf/chi/2009
conf/sigir/QvarfordtTGD14,sigir,conf/sigir/2014
conf/chi/AgarwalM09,chi,conf/chi/2009a
conf/chi/Aggarwal16,chi,conf/chi/2016a
conf/chi/AggarwalKC13,chi,conf/chi/2013a
conf/chi/AgrawalHRSYR15,chi,conf/chi/2015a
conf/chi/RosnerT11,chi,conf/chi/2011
conf/chi/SaegusaTR16,chi,conf/chi/2016
conf/chi/AhernEGKNN07,chi,conf/chi/2007
conf/chi/DiakopoulosN11,chi,conf/chi/2011a
conf/chi/NaamanNK08,chi,conf/chi/2008
conf/chi/NovNY08,chi,conf/chi/2008
conf/coopis/NaamanPG03,coopis,conf/coopis/2003
conf/kdd/XieXGSN13,kdd,conf/kdd/2013mdm
conf/sigir/RattenburyGN07,sigir,conf/sigir/2007
conf/uist/YuDN10,uist,conf/uist/2010a
conf/www/AhernKNN07,www,conf/www/2007
conf/www/JaffeNTD06,www,conf/www/2006
conf/www/KennedyN08,www,conf/www/2008
conf/www/KennedyN09,www,conf/www/2009
conf/www/NaamanGP03,www,conf/www/2003p
conf/www/PatKN15,www,conf/www/2015c
conf/www/RattenburyGN07,www,conf/www/2007
conf/www/XiaSXKLTN14,www,conf/www/2014c
conf/chi/AhmaniemiKH14,chi,conf/chi/2014
conf/chi/Ahmed16,chi,conf/chi/2016a
conf/chi/AhmedJAFRRAM14,chi,conf/chi/2014
conf/chi/BidwellL04,chi,conf/chi/2004a
conf/chi/AhmedHCCK15,chi,conf/chi/2015
conf/chi/HazlewoodCML08,chi,conf/chi/2008a
conf/chi/HazlewoodSC11,chi,conf/chi/2011
conf/chi/YoungePAHC11,chi,conf/chi/2011a
conf/chi/AhmedMJ15,chi,conf/chi/2015
conf/chi/KorhonenAV10,chi,conf/chi/2010a
conf/chi/OlssonTV08,chi,conf/chi/2008a
conf/chi/PalviainenVP13,chi,conf/chi/2013a
conf/chi/LeeMISAB12,chi,conf/chi/2012a
conf/chi/JudgeN10,chi,conf/chi/2010
conf/chi/JudgeNHB11,chi,conf/chi/2011
conf/chi/JudgeNK10,chi,conf/chi/2010
conf/chi/JudgeNTH10,chi,conf/chi/2010a
conf/chi/NeustaedterB06,chi,conf/chi/2006
conf/chi/NeustaedterBS05,chi,conf/chi/2005a
conf/chi/NeustaedterG12,chi,conf/chi/2012
conf/chi/NeustaedterTT10,chi,conf/chi/2010
conf/chi/ProcykN13,chi,conf/chi/2013a
conf/chi/AhnD04,chi,conf/chi/2004
conf/chi/DabbishB03,chi,conf/chi/2003a
conf/chi/DabbishK03,chi,conf/chi/2003a
conf/chi/DabbishKP12,chi,conf/chi/2012
conf/chi/LongCMBSDYC03,chi,conf/chi/2003a
conf/icse/TsayDH13,icse,conf/icse/2013chase
conf/icse/TsayDH14,icse,conf/icse/2014
conf/chi/AhnGKLB06,chi,conf/chi/2006
conf/uist/GinosarPAH13,uist,conf/uist/2013
conf/chi/KimKR09,chi,conf/chi/2009a
conf/cikm/ChoiCK12,cikm,conf/cikm/2012
conf/cikm/KimBSC10,cikm,conf/cikm/2010
conf/cikm/KimC09,cikm,conf/cikm/2009
conf/cikm/KimCSB11,cikm,conf/cikm/2011
conf/sigir/KimC10,sigir,conf/sigir/2010
conf/www/GolbusZKHD14,www,conf/www/2014
conf/chi/KimOLLLS15,chi,conf/chi/2015a
conf/er/KimYPH04,er,conf/er/2004w
conf/chi/Ahtinen08,chi,conf/chi/2008a
conf/chi/AignerTSR04,chi,conf/chi/2004a
conf/chi/Aizenbud-ReshefBJLS08,chi,conf/chi/2008a
conf/chi/BlytheMLBWBB10,chi,conf/chi/2010a
conf/chi/KannabiranLL12,chi,conf/chi/2012a
conf/chi/Light11,chi,conf/chi/2011
conf/chi/LightWDM05,chi,conf/chi/2005a
conf/chi/AkersSJW09,chi,conf/chi/2009
conf/chi/MolichJ03,chi,conf/chi/2003a
conf/chi/Akoglu12,chi,conf/chi/2012a
conf/chi/SampathRI14,chi,conf/chi/2014
conf/chi/Al-AmeenWS15,chi,conf/chi/2015
conf/icse/TrainerAR11,icse,conf/icse/2011chase
conf/chi/Densmore12,chi,conf/chi/2012
conf/chi/Densmore12a,chi,conf/chi/2012a
conf/chi/ChettyBBDG12,chi,conf/chi/2012
conf/chi/ChettyC07,chi,conf/chi/2007a
conf/chi/VoidaENGD06,chi,conf/chi/2006
conf/chi/GonzalezM04,chi,conf/chi/2004
conf/chi/MarkGH05,chi,conf/chi/2005
conf/chi/MarkPG00,chi,conf/chi/2000a
conf/chi/MarkVC12,chi,conf/chi/2012
conf/chi/SuM08,chi,conf/chi/2008
conf/chi/WangESM13,chi,conf/chi/2013
conf/uist/Hincapie-RamosVM11,uist,conf/uist/2011
conf/chi/AlabdulhafithAS16,chi,conf/chi/2016a
conf/chi/Alabi14,chi,conf/chi/2014a
conf/chi/Alajarmeh13,chi,conf/chi/2013a
conf/chi/AlankusK12,chi,conf/chi/2012
conf/chi/KelleherMSCPCM08,chi,conf/chi/2008a
conf/chi/KelleherP05,chi,conf/chi/2005
conf/chi/AlaouiCS11,chi,conf/chi/2011a
conf/chi/AlaouiJB13,chi,conf/chi/2013a
conf/chi/MassimiMOBK12,chi,conf/chi/2012a
conf/chi/Moncur07,chi,conf/chi/2007a
conf/chi/Moncur08,chi,conf/chi/2008a
conf/chi/Moncur13,chi,conf/chi/2013
conf/chi/MoncurL07,chi,conf/chi/2007
conf/chi/Smith14,chi,conf/chi/2014
conf/chi/AlbersCG14,chi,conf/chi/2014
conf/chi/CorrellAFG12,chi,conf/chi/2012
conf/chi/Alcaidinho16,chi,conf/chi/2016a
conf/chi/GaoWCF13,chi,conf/chi/2013
conf/chi/GergleKF06,chi,conf/chi/2006
conf/chi/GergleMKF04,chi,conf/chi/2004
conf/chi/KramerOF06,chi,conf/chi/2006
conf/chi/XuGFC14,chi,conf/chi/2014
conf/chi/CummingsKK01,chi,conf/chi/2001a
conf/chi/SchneiderK05,chi,conf/chi/2005
conf/chi/Alelis13,chi,conf/chi/2013a
conf/chi/AlessandriniCZ13,chi,conf/chi/2013a
conf/uist/HolmanBBYV13,uist,conf/uist/2013a
conf/chi/BurnsideEHHIMWR16,chi,conf/chi/2016a
conf/chi/Roudaut09,chi,conf/chi/2009a
conf/chi/RoudautKLS13,chi,conf/chi/2013
conf/chi/RoudautLG09,chi,conf/chi/2009
conf/chi/RoudautMCOCSP14,chi,conf/chi/2014a
conf/chi/RoudautPB11,chi,conf/chi/2011
conf/chi/RoudautRSPLB13,chi,conf/chi/2013
conf/chi/SerranoRI16,chi,conf/chi/2016
conf/chi/AlexanderHJIS12,chi,conf/chi/2012
conf/chi/HanSXCW14,chi,conf/chi/2014a
conf/chi/HanXSCW15,chi,conf/chi/2015
conf/chi/AlexanderJHKK15,chi,conf/chi/2015a
conf/chi/Jansen10,chi,conf/chi/2010a
conf/chi/JansenDF12,chi,conf/chi/2012
conf/chi/JansenDF13,chi,conf/chi/2013
conf/chi/JansenHD16,chi,conf/chi/2016a
conf/chi/JansenKB11,chi,conf/chi/2011a
conf/chi/TaherHKWJHA15,chi,conf/chi/2015
conf/uist/JansenKB10,uist,conf/uist/2010a
conf/chi/AlharbiBKMCY14,chi,conf/chi/2014a
conf/kbse/KowalczykM15,kbse,conf/kbse/2015w
conf/chi/AliakseyeuELMMOW13,chi,conf/chi/2013a
conf/chi/AliMFHB16,chi,conf/chi/2016a
conf/chi/BollKFF13,chi,conf/chi/2013a
conf/chi/BorojeniFHLB16,chi,conf/chi/2016a
conf/chi/FortmannB14,chi,conf/chi/2014a
conf/chi/HenzeB10,chi,conf/chi/2010a
conf/chi/HenzeRB12,chi,conf/chi/2012
conf/chi/HesselmannGPHB12,chi,conf/chi/2012a
conf/chi/HeutenHB07,chi,conf/chi/2007a
conf/chi/LockenMHB14,chi,conf/chi/2014a
conf/chi/MatviienkoHFRB16,chi,conf/chi/2016a
conf/chi/MullerPHB16,chi,conf/chi/2016a
conf/chi/PielotKB10,chi,conf/chi/2010
conf/chi/PielotPHB11,chi,conf/chi/2011a
conf/chi/PielotPHB12,chi,conf/chi/2012
conf/chi/WallbaumTHB15,chi,conf/chi/2015a
conf/chi/WildeBCFPS09,chi,conf/chi/2009a
conf/cikm/AhlersB09,cikm,conf/cikm/2009
conf/www/AhlersB08,www,conf/www/2008l
conf/www/ChangOBM08,www,conf/www/2008
conf/chi/Wilson01,chi,conf/chi/2001a
conf/chi/HollinworthH11,chi,conf/chi/2011
conf/chi/HollinworthHF13,chi,conf/chi/2013a
conf/chi/Hwang02,chi,conf/chi/2002a
conf/chi/Hwang03,chi,conf/chi/2003a
conf/chi/HwangKLC03,chi,conf/chi/2003
conf/chi/MartinezH15,chi,conf/chi/2015a
conf/chi/KharrufaBHLDO13,chi,conf/chi/2013
conf/chi/DunneRLMR12,chi,conf/chi/2012
conf/chi/AlpernM03,chi,conf/chi/2003a
conf/chi/AlphenB16,chi,conf/chi/2016a
conf/chi/FrauenbergerGP16,chi,conf/chi/2016a
conf/chi/WhiteMMG11,chi,conf/chi/2011a
conf/chi/AlthoffGMSL02,chi,conf/chi/2002a
conf/chi/BaiLB14,chi,conf/chi/2014a
conf/chi/KimLHSB15,chi,conf/chi/2015a
conf/chi/Ament11,chi,conf/chi/2011a
conf/chi/AmentoHT02,chi,conf/chi/2002a
conf/chi/CosleyFTR06,chi,conf/chi/2006
conf/chi/HalfakerGT14,chi,conf/chi/2014
conf/chi/KapoorKT05,chi,conf/chi/2005a
conf/chi/LudwigPT09,chi,conf/chi/2009
conf/chi/MasliT12,chi,conf/chi/2012
conf/chi/ResnickRTA05,chi,conf/chi/2005a
conf/sigir/FrankowskiCSTR06,sigir,conf/sigir/2006
conf/chi/BuscherCM09,chi,conf/chi/2009
conf/chi/Morris08,chi,conf/chi/2008
conf/chi/PaulM09,chi,conf/chi/2009
conf/chi/RzeszotarskiM14,chi,conf/chi/2014
conf/chi/WobbrockMW09,chi,conf/chi/2009
conf/cikm/GolovchinskyFHMPC11,cikm,conf/cikm/2011
conf/uist/HartmannMBW09,uist,conf/uist/2009
conf/uist/MorrisH07,uist,conf/uist/2007
conf/chi/AvleL16,chi,conf/chi/2016
conf/chi/LindtnerBB16,chi,conf/chi/2016
conf/chi/AminiBKTK12,chi,conf/chi/2012
conf/chi/KarlsonB08,chi,conf/chi/2008
conf/chi/KarlsonBS05,chi,conf/chi/2005
conf/chi/KarlsonBS09,chi,conf/chi/2009
conf/chi/KarlsonSL11,chi,conf/chi/2011
conf/chi/NiKW11,chi,conf/chi/2011
conf/chi/AmmariS15,chi,conf/chi/2015
conf/chi/AmmariS15a,chi,conf/chi/2015
conf/chi/Schoenebeck14,chi,conf/chi/2014
conf/chi/AmoresBS16,chi,conf/chi/2016a
conf/chi/CoelhoIM08,chi,conf/chi/2008a
conf/chi/GreenwaldVM15,chi,conf/chi/2015a
conf/chi/HeunKM13,chi,conf/chi/2013a
conf/chi/HeunKM13a,chi,conf/chi/2013a
conf/chi/HeunKM13b,chi,conf/chi/2013a
conf/chi/HunterM13,chi,conf/chi/2013a
conf/chi/KimM12,chi,conf/chi/2012a
conf/chi/LeighM15,chi,conf/chi/2015a
conf/chi/LeighM16,chi,conf/chi/2016
conf/chi/LeighM16a,chi,conf/chi/2016a
conf/chi/LinderM12,chi,conf/chi/2012a
conf/chi/MarquesCGLMMOZ14,chi,conf/chi/2014a
conf/chi/MistryM11,chi,conf/chi/2011a
conf/chi/MistryNM11,chi,conf/chi/2011a
conf/chi/NanayakkaraSM12,chi,conf/chi/2012a
conf/chi/NanayakkaraSM12a,chi,conf/chi/2012a
conf/chi/NanayakkaraSM12b,chi,conf/chi/2012a
conf/chi/PlaM12,chi,conf/chi/2012a
conf/chi/SteimleBCILMP13,chi,conf/chi/2013a
conf/chi/SteimleJM13,chi,conf/chi/2013a
conf/chi/SteimleJM13a,chi,conf/chi/2013
conf/chi/TewariMA01,chi,conf/chi/2001a
conf/chi/WinklerSM13,chi,conf/chi/2013a
conf/chi/ZoranGSYM15,chi,conf/chi/2015a
conf/chi/ZoranGSYM15a,chi,conf/chi/2015a
conf/uist/BenavidesJMP15,uist,conf/uist/2015a
conf/uist/GoyalAPM13,uist,conf/uist/2013a
conf/uist/GoyalPM14,uist,conf/uist/2014a
conf/uist/GugenheimerWEMR16,uist,conf/uist/2016
conf/uist/HeunFMRWM14,uist,conf/uist/2014a
conf/uist/LeighSHMI14,uist,conf/uist/2014a
conf/uist/LinderM10,uist,conf/uist/2010a
conf/uist/RoselloEM16,uist,conf/uist/2016a
conf/uist/SharmaLM13,uist,conf/uist/2013a
conf/chi/AmselT10,chi,conf/chi/2010a
conf/icse/AmselIMT11,icse,conf/icse/2011
conf/chi/AnacletoBAFB11,chi,conf/chi/2011a
conf/chi/DiscolaS04,chi,conf/chi/2004a
conf/chi/AnacletoF14,chi,conf/chi/2014a
conf/chi/BuenoA13,chi,conf/chi/2013a
conf/chi/CalderonFA13,chi,conf/chi/2013a
conf/chi/CalderonFAO13,chi,conf/chi/2013a
conf/uist/LyonsNSWAP13,uist,conf/uist/2013a
conf/chi/MeyerSSGH14,chi,conf/chi/2014a
conf/chi/BalaniC15,chi,conf/chi/2015a
conf/chi/ChancellorLC16,chi,conf/chi/2016
conf/chi/ChoudhuryCH13,chi,conf/chi/2013
conf/chi/ChoudhuryKDCK16,chi,conf/chi/2016
conf/www/Choudhury14,www,conf/www/2014c
conf/www/PavalanathanC15,www,conf/www/2015c
conf/www/SharmaC15,www,conf/www/2015c
conf/chi/Andersen04,chi,conf/chi/2004a
conf/chi/AndersenG15,chi,conf/chi/2015a
conf/chi/AndersenK16,chi,conf/chi/2016a
conf/chi/GroteAK15,chi,conf/chi/2015a
conf/chi/AndersenOLSLTCP12,chi,conf/chi/2012
conf/chi/ORourkeAGP15,chi,conf/chi/2015
conf/ijcai/PolozovOSZGP15,ijcai,conf/ijcai/2015
conf/chi/AndersonAB12,chi,conf/chi/2012a
conf/chi/AnnettB13,chi,conf/chi/2013
conf/chi/NgADGB14,chi,conf/chi/2014
conf/chi/AndersonBMOWKMS15,chi,conf/chi/2015a
conf/chi/SeahPBKOKCS14,chi,conf/chi/2014
conf/uist/CarterSLDS13,uist,conf/uist/2013
conf/chi/AndersonDB11,chi,conf/chi/2011
conf/chi/AndersonENPP09,chi,conf/chi/2009a
conf/chi/AndersonKJEHV15,chi,conf/chi/2015
conf/chi/BrandtDWK10,chi,conf/chi/2010
conf/chi/BrandtGLDK09,chi,conf/chi/2009
conf/chi/LaputDWCALA13,chi,conf/chi/2013
conf/chi/LinderLDWCAA13,chi,conf/chi/2013a
conf/chi/MedynskiyDD09,chi,conf/chi/2009
conf/chi/ToomimDDRTL09,chi,conf/chi/2009
conf/chi/ZhaoLDHW15,chi,conf/chi/2015
conf/uist/AdarDFW08,uist,conf/uist/2008
conf/uist/AdarDL14,uist,conf/uist/2014
conf/uist/DontchevaDSC07,uist,conf/uist/2007
conf/chi/Gerber07,chi,conf/chi/2007
conf/chi/Gerber09,chi,conf/chi/2009
conf/chi/GreenbergG14,chi,conf/chi/2014
