global_key,paper_key,name,gender
icde,conf/icde/SchalesHJSSW15,Ting Wang,F
icde,conf/icde/SchendelJSCCKEKLRS12,Ye Jin,F
icde,conf/icde/SchenkelTW05,Anja Theobald,F
icde,conf/icde/ScherzingerCA15,Stefanie Scherzinger,F
icde,conf/icde/SchmidtSK07,Stefanie Scherzinger,F
icde,conf/icde/SchnaitterAMP07,Tova Milo,F
icde,conf/icde/SchreflGD05,Katharina Grün,F
icde,conf/icde/SchroederHIN06,Bianca Schroeder,F
icde,conf/icde/SchroederHINW06,Bianca Schroeder,F
icde,conf/icde/Selinger05,Patricia G. Selinger,F
icde,conf/icde/SemertzidisP16,Evaggelia Pitoura,F
icde,conf/icde/SenR05,Krithi Ramamritham,F
icde,conf/icde/Senkul06,Pinar Senkul,F
icde,conf/icde/SeoGL13,Monica S. Lam,F
icde,conf/icde/SeshadriKC06,Sangeetha Seshadri,F
icde,conf/icde/ShafieiWZMTTS07,Singer Wang,F
icde,conf/icde/ShafiqSBG06,Elisa Bertino,F
icde,conf/icde/ShahR08,Krithi Ramamritham,F
icde,conf/icde/ShahSKPGV11,Shetal Shah,F
icde,conf/icde/ShalemB08,Mirit Shalem,F
icde,conf/icde/ShangNPB10,Elisa Bertino,F
icde,conf/icde/ShangZLZI10,Xuemin Lin,F
icde,conf/icde/ShaoHSZL07,Jie Shao,F
icde,conf/icde/ShaoSC09,Yi Chen 0001,F
icde,conf/icde/ShaoSPSAG07,Anastassia Ailamaki,F
icde,conf/icde/ShaullSX08,Liuba Shrira,F
icde,conf/icde/SheT0C15,Lei Chen 0002,F
icde,conf/icde/ShenCLZW12,Xuemin Lin,F
icde,conf/icde/ShenOT06,Beng Chin Ooi,F
icde,conf/icde/ShenSYZC06,Dou Shen,F
icde,conf/icde/ShenZOCLHZ15,Dongyan Zhao,F
icde,conf/icde/ShengHL06,Wynne Hsu,F
icde,conf/icde/ShengHLTN10,Wynne Hsu,F
icde,conf/icde/ShiSXSTMC16,Lei Shi,F
icde,conf/icde/ShiZZP06,Yuan Shi,F
icde,conf/icde/ShneidmanPWSR05,Margo I. Seltzer,F
icde,conf/icde/ShouHT03,Lidan Shou,F
icde,conf/icde/ShriraX05,Liuba Shrira,F
icde,conf/icde/ShuCXM11,Weiyi Meng,F
icde,conf/icde/ShuLM09,Weiyi Meng,F
icde,conf/icde/SiguroardottirJHA05,Rut Siguroardottir,F
icde,conf/icde/SilbersteinBEMY06,Rebecca Braynard,F
icde,conf/icde/SilbersteinBY06,Rebecca Braynard,F
icde,conf/icde/SilvaBC11,Madalina Croitoru,F
icde,conf/icde/SilvaMX06,Marta Mattoso,F
icde,conf/icde/SimitsisKI07,Georgia Koutrika,F
icde,conf/icde/SimitsisWDC10,Malú Castellanos,F
icde,conf/icde/SimitsisWDH13,Meichun Hsu,F
icde,conf/icde/SimmhanPG06,Beth Plale,F
icde,conf/icde/SinghL08,Ling Liu,F
icde,conf/icde/SinghMPSH07,Susanne E. Hambrusch,F
icde,conf/icde/SinghMSPHNC08,Jennifer Neville,F
icde,conf/icde/SinhaWWSS08,Kesheng Wu,F
icde,conf/icde/SismanisWFHR09,Ling Wang,F
icde,conf/icde/SkinnerHC06,Elizabeth Chang,F
icde,conf/icde/SleemanALPB12,Hua Li,F
icde,conf/icde/SolimanSI10,Mina Saleeb,F
icde,conf/icde/SomboonviwatKT05,Kulwadee Somboonviwat,F
icde,conf/icde/SomboonviwatTK06,Kulwadee Somboonviwat,F
icde,conf/icde/SongC16,Shimin Chen,F
icde,conf/icde/SongCC12,Lei Chen 0002,F
icde,conf/icde/SongCY11,Lei Chen 0002,F
icde,conf/icde/SongJWGZ15,Xiaoling Wang,F
icde,conf/icde/SoroushB13,Magdalena Balazinska,F
icde,conf/icde/SorrentinoBG11,Sonia Bergamaschi,F
icde,conf/icde/SouihliS13,Asma Souihli,F
icde,conf/icde/SouravliasDSP10,Evaggelia Pitoura,F
icde,conf/icde/SousaCMM14,Claudia Bauzer Medeiros,F
icde,conf/icde/SpahiuXRMC16,Andrea Maurino,F
icde,conf/icde/Spyrou01,Evaggelia Pitoura,F
icde,conf/icde/SquicciariniPB08,Elisa Bertino,F
icde,conf/icde/SquicciariniPB08a,Elisa Bertino,F
icde,conf/icde/SrivastavaHMKT06,Tam Minh Tran,F
icde,conf/icde/StamatakisP14,Olga Papaemmanouil,F
icde,conf/icde/StamkopoulosPV07,Evaggelia Pitoura,F
icde,conf/icde/StanoiMP03,Ioana Stanoi,F
icde,conf/icde/StefanidisPV07,Evaggelia Pitoura,F
icde,conf/icde/StephanidesCGC06,Mirel Cosulschi,F
icde,conf/icde/StoermerPG10,Themis Palpanas,F
icde,conf/icde/StonebrakerAKS12,Anastasia Ailamaki,F
icde,conf/icde/StoyanovichDMT11,Susan B. Davidson,F
icde,conf/icde/StoyanovichMR10,Julia Stoyanovich,F
icde,conf/icde/SuWL06,Jiying Wang,F
icde,conf/icde/SuXCLY16,Fangchun Yang,F
icde,conf/icde/SuZ16,Li Su,F
icde,conf/icde/SuZHJ0Z14,Lei Chen 0002,F
icde,conf/icde/SuZHLWZ14,Jiamin Huang,F
icde,conf/icde/SuZZHSYZ15,Shazia Wasim Sadiq,F
icde,conf/icde/SubramanianZVGAAN10,Andrea C. Arpaci-Dusseau,F
icde,conf/icde/SultanaHL0Y14,Cong Yu,F
icde,conf/icde/SunJMG12,Vandana Pursnani Janeja,F
icde,conf/icde/SunPTL04,Yufei Tao,F
icde,conf/icde/SunWLT08,Dalie Sun,F
icde,conf/icde/SunZXQD16,Yu Sun,F
icde,conf/icde/SundaraAKDWCS10,Medha Atre,F
icde,conf/icde/SungKLWX06,Jia Wang,F
icde,conf/icde/SuzukiNK07,Yu Suzuki,F
icde,conf/icde/TahmoushS08,Hanan Samet,F
icde,conf/icde/TakasagoKYS05,Yukiyo Takasago,F
icde,conf/icde/TanGO01,Beng Chin Ooi,F
icde,conf/icde/Tang15,Nan Tang 0001,F
icde,conf/icde/TangC03,Xueyan Tang,F
icde,conf/icde/TangCM16,Yu Tang,F
icde,conf/icde/TangLPJ12,Feifei Li 0001,F
icde,conf/icde/TangLWHSP14,Ling Liu,F
icde,conf/icde/TangTAAMOS16,MingJie Tang,F
icde,conf/icde/TangWSCAOADDJKL16,Ling Wang,F
icde,conf/icde/TangYKHPSGS12,Jiawei Han,F
icde,conf/icde/TangYOCW08,Nan Tang 0001,F
icde,conf/icde/TangYOW08,Nan Tang 0001,F
icde,conf/icde/TangZYHLHP12,Alice Leung,F
icde,conf/icde/TaninHS05,Hanan Samet,F
icde,conf/icde/TanizakiMS05,Kishiko Maruyama,F
icde,conf/icde/TaoDLP09,Xuemin Lin,F
icde,conf/icde/TaoKCLP04,Feifei Li 0001,F
icde,conf/icde/TaoPF04,Yufei Tao,F
icde,conf/icde/TaoPLXYX10,Yufei Tao,F
icde,conf/icde/TaoPZ02,Yufei Tao,F
icde,conf/icde/TaoPZL05,Qing Li,F
icde,conf/icde/TaoSP03,Yufei Tao,F
icde,conf/icde/TaoXLZ08,Yufei Tao,F
icde,conf/icde/TaoXP06,Yufei Tao,F
icde,conf/icde/TariTHCSGB10,Yi Chen,F
icde,conf/icde/TataQL08,Lin Qiao,F
icde,conf/icde/TatarowiczCJM12,Aubrey Tatarowicz,F
icde,conf/icde/Tatbul10,Nesime Tatbul,F
icde,conf/icde/TatbulZ06,Nesime Tatbul,F
icde,conf/icde/TaubnerM05,Claudia Täubner,F
icde,conf/icde/TauheedBHSMA12,Anastasia Ailamaki,F
icde,conf/icde/TauheedHSMA14,Anastasia Ailamaki,F
icde,conf/icde/TaylorBKZLT07,Kerry L. Taylor,F
icde,conf/icde/TelangMC07,Sharma Chakravarthy,F
icde,conf/icde/TepwankulM10,Apinya Tepwankul,F
icde,conf/icde/TermehchyWC11,Marianne Winslett,F
icde,conf/icde/ThakkarLMMRZ11,Hetal Thakkar,F
icde,conf/icde/Thirumuruganathan0D13,Nan Zhang 0004,F
icde,conf/icde/ThomasBAY09,Charu C. Aggarwal,F
icde,conf/icde/ThuraisinghamC08,Barbara Carminati,F
icde,conf/icde/ThusooSJSCZALM10,Ning Zhang 0002,F
icde,conf/icde/TianHWWZ16,Xiaoling Wang,F
icde,conf/icde/TianP08,Yuanyuan Tian,F
icde,conf/icde/TianTOTT06,Taro Tezuka,F
icde,conf/icde/TianTR12,Yuanyuan Tian,F
icde,conf/icde/TintarevM07,Judith Masthoff,F
icde,conf/icde/TokOLAB02,Indriyati Atmosukarto,F
icde,conf/icde/TongCD12,Lei Chen 0002,F
icde,conf/icde/TongCZLC14,Lei Chen 0002,F
icde,conf/icde/TongMS15,Jieying She,F
icde,conf/icde/TongSDWC16,Lei Chen 0002,F
icde,conf/icde/ToprakSKT07,Pinar Senkul,F
icde,conf/icde/ToyodaOY05,Machiko Toyoda,F
icde,conf/icde/ToyodaS10,Machiko Toyoda,F
icde,conf/icde/TranLSBD14,Nga Tran,F
icde,conf/icde/TranSCNDS09,Thanh T. L. Tran,F
icde,conf/icde/TranWRC09,Thanh Tran 0001,F
icde,conf/icde/TrombettaB06,Elisa Bertino,F
icde,conf/icde/TrombettaJBB08,Elisa Bertino,F
icde,conf/icde/TrushkowskyKFS13,Beth Trushkowsky,F
icde,conf/icde/TrutaV06,Bindu Vinay,F
icde,conf/icde/TsakalozosKSRPD11,Herald Kllapi,F
icde,conf/icde/TsamouraGM12,Efthymia Tsamoura,F
icde,conf/icde/TsangKYHL09,Sau Dan Lee,F
icde,conf/icde/TungHH01,Jiawei Han,F
icde,conf/icde/TveitSLS05,Astrid Lægreid,F
icde,conf/icde/UedaBNA05,Kaname Amano,F
icde,conf/icde/UmbrichGHKP13,Josiane Xavier Parreira,F
icde,conf/icde/UmbrichKPPH12,Josiane Xavier Parreira,F
icde,conf/icde/UndeVNKTVDJSP12,Dilys Thomas,F
icde,conf/icde/UngethumHKLAVNF15,Annett Ungethüm,F
icde,conf/icde/VagenaMT07,Mirella Moura Moro,F
icde,conf/icde/VanetikG04,Natalia Vanetik,F
icde,conf/icde/VardeRJSL07,Aparna S. Varde,F
icde,conf/icde/VargaEVRPT16,Lorena Etcheverry,F
icde,conf/icde/Vasilyeva16,Elena Vasilyeva,F
icde,conf/icde/VasilyevaHTL16,Elena Vasilyeva,F
icde,conf/icde/VeeSSBA08,Sihem Amer-Yahia,F
icde,conf/icde/VelegrakisMM05,Renée J. Miller,F
icde,conf/icde/VelegrakisMPM04,Renée J. Miller,F
icde,conf/icde/ViannaYXMN14,Amélie Marian,F
icde,conf/icde/VidalRMCW06,Natalia Marquez,F
icde,conf/icde/VieiraRBHSTT11,Maria Camila Nardini Barioni,F
icde,conf/icde/VimercatiFJPS13,Sabrina De Capitani di Vimercati,F
icde,conf/icde/VirgilioOTT12,Letizia Tanca,F
icde,conf/icde/VlachouDKN10,Akrivi Vlachou,F
icde,conf/icde/VlachouDKV07,Akrivi Vlachou,F
icde,conf/icde/VlachouDNV08,Akrivi Vlachou,F
icde,conf/icde/VolkovsCSM14,Renée J. Miller,F
icde,conf/icde/VrhovnikSRM08,Sylvia Radeschütz,F
icde,conf/icde/WaguihGHB15,Laure Berti-Equille,F
icde,conf/icde/WanWP11,Qian Wan,F
icde,conf/icde/WangBTD08,Xiaodan Wang,F
icde,conf/icde/WangC09,Lei Chen 0002,F
icde,conf/icde/WangCL16,Qing Wang,F
icde,conf/icde/WangCLZL16,Xuemin Lin,F
icde,conf/icde/WangCPFM02,Tara M. Madhyastha,F
icde,conf/icde/WangCS14,Maria Luisa Sapino,F
icde,conf/icde/WangDC03,Yuan Wang,F
icde,conf/icde/WangDTYJ12,Shanshan Ying,F
icde,conf/icde/WangDWTY13,Yu Wang 0021,F
icde,conf/icde/WangFWTAA14,Huiju Wang,F
icde,conf/icde/WangGHZ15,Rong Zhang,F
icde,conf/icde/WangH04,Jiawei Han,F
icde,conf/icde/WangHL14,Xue Liu,F
icde,conf/icde/WangHLS06,Wynne Hsu,F
icde,conf/icde/WangHMS14,Ting Wang,F
icde,conf/icde/WangJHH09,Yi Han,F
icde,conf/icde/WangJLY03,Wei Wang 0011,F
icde,conf/icde/WangJYDH03,Jiawei Han,F
icde,conf/icde/WangL08,Ling Liu,F
icde,conf/icde/WangL10,Ling Liu,F
icde,conf/icde/WangLAB05,Chunyan Wang 0002,F
icde,conf/icde/WangLFY02,Wei Wang 0011,F
icde,conf/icde/WangMBLP09,Ling Liu,F
icde,conf/icde/WangMFGH10,Daisy Zhe Wang,F
icde,conf/icde/WangOTX07,Beng Chin Ooi,F
icde,conf/icde/WangPFPY03,Wei Fan,F
icde,conf/icde/WangPS13,Ye Wang,F
icde,conf/icde/WangPT11,Ye Wang,F
icde,conf/icde/WangREW11,Elke A. Rundensteiner,F
icde,conf/icde/WangRM05,Elke A. Rundensteiner,F
icde,conf/icde/WangRM06,Elke A. Rundensteiner,F
icde,conf/icde/WangSL09,Betty Salzberg,F
icde,conf/icde/WangWLRV11,Daisy Zhe Wang,F
icde,conf/icde/WangWS07,Wei Wang 0009,F
icde,conf/icde/WangXFW09,Ada Wai-Chee Fu,F
icde,conf/icde/WangXHZWZS08,Wei Wang 0009,F
icde,conf/icde/WangXSW14,Lu Wang,F
icde,conf/icde/WangY02,Wei Wang 0010,F
icde,conf/icde/WangYM01,Wei Wang 0010,F
icde,conf/icde/WangYMPL11,Yin Yang,F
icde,conf/icde/WangYSCXZ16,Ling Chen,F
icde,conf/icde/WangZ15,Baihua Zheng,F
icde,conf/icde/WangZKS04,Jinyu Wang,F
icde,conf/icde/WangZLTG13,Xiaohong Guan,F
icde,conf/icde/WangZLZLC15,Cuiping Li,F
icde,conf/icde/WangZW06,Lizhu Zhou,F
icde,conf/icde/WangZZ06,Lizhu Zhou,F
icde,conf/icde/WangZZ06a,Xin Zhou,F
icde,conf/icde/WangZZL16,Xuemin Lin,F
icde,conf/icde/WangZZLW15,Xuemin Lin,F
icde,conf/icde/WeiLRM06,Elke A. Rundensteiner,F
icde,conf/icde/WeiRM15,Elke A. Rundensteiner,F
icde,conf/icde/WeisN06,Melanie Weis,F
icde,conf/icde/WenQZLY16,Xuemin Lin,F
icde,conf/icde/WildaniMR13,Avani Wildani,F
icde,conf/icde/WilliamsHW07,Wei Wang 0010,F
icde,conf/icde/WilliamsWCKG14,Madian Khabsa,F
icde,conf/icde/WiwatwattanaJ08,Nuwee Wiwatwattana,F
icde,conf/icde/WiwatwattanaJLS06,Laks V. S. Lakshmanan,F
icde,conf/icde/WiwatwattanaJLS07,Laks V. S. Lakshmanan,F
icde,conf/icde/WolskiH05,Bela Hofhauser,F
icde,conf/icde/WongAGHW09,Lei Gao,F
icde,conf/icde/WongFLWX10,Ada Wai-Chee Fu,F
icde,conf/icde/WoodruffZ16,Peilin Zhong,F
icde,conf/icde/WorksR11,Elke A. Rundensteiner,F
icde,conf/icde/Wu0ZZTW15,Marianne Winslett,F
icde,conf/icde/WuAEA07,Ping Wu,F
icde,conf/icde/WuCL08,Qing Li,F
icde,conf/icde/WuCZTHN13,Yun Chi,F
icde,conf/icde/WuGT07,Wei Wu,F
icde,conf/icde/WuHCLK16,Yiping Ke,F
icde,conf/icde/WuK05,Bettina Kemme,F
icde,conf/icde/WuLH04,Wynne Hsu,F
icde,conf/icde/WuLXX13,Wenqing Lin,F
icde,conf/icde/WuPF10,Qinyi Wu,F
icde,conf/icde/WuPJ03,Yuqing Wu,F
icde,conf/icde/WuPSB07,Qinyi Wu,F
icde,conf/icde/WuWLM06,Huan Liu,F
icde,conf/icde/WuXCKNK16,Huayu Wu,F
icde,conf/icde/WuXTL06,Xueyan Tang,F
icde,conf/icde/WuYJC11,Gao Cong,F
icde,conf/icde/WuYY13,Yinghui Wu,F
icde,conf/icde/WuZYLJ15,Ling Liu,F
icde,conf/icde/XiaCCC14,Lei Chen 0002,F
icde,conf/icde/XiaZT08,Yufei Tao,F
icde,conf/icde/XiaZWQZ15,Fan Xia,F
icde,conf/icde/XiangGA13,Cong Guo,F
icde,conf/icde/XiaoGX12,Li Xiong 0001,F
icde,conf/icde/XiaoHCHWF12,Wanyun Cui,F
icde,conf/icde/XiaoWLS09,Xuemin Lin,F
icde,conf/icde/XiaoYL11,Feifei Li 0001,F
icde,conf/icde/XieFCYBZ15,Peipei Yi,F
icde,conf/icde/XieL0WXGG16,Minyi Guo,F
icde,conf/icde/XieLP13,Hua Lu,F
icde,conf/icde/XieLW11,Laks V. S. Lakshmanan,F
icde,conf/icde/XiePTAC14,Diana Palsetia,F
icde,conf/icde/XieTSBH15,Yuanyuan Tian,F
icde,conf/icde/XinH07,Jiawei Han,F
icde,conf/icde/XinH08,Jiawei Han,F
icde,conf/icde/XinSHL06,Jiawei Han,F
icde,conf/icde/XingZH05,Ying Xing,F
icde,conf/icde/XiongCZMPH11,Yun Chi,F
icde,conf/icde/Xu00QY13,Yu Gu 0002,F
icde,conf/icde/Xu16,Xin Xu,F
icde,conf/icde/XuBGTWYZ12,Jia Xu,F
icde,conf/icde/XuK10,Yu Xu,F
icde,conf/icde/XuL0WYZ16,Jia Xu,F
icde,conf/icde/XuLTT09,Xin Xu,F
icde,conf/icde/XuLTW06,Wei Wang 0010,F
icde,conf/icde/XuLXM06,Yingqi Xu,F
icde,conf/icde/XuMMR08,Smriti R. Ramakrishnan,F
icde,conf/icde/XuSCLX15,Li Xiong 0001,F
icde,conf/icde/XuSXCX16,Li Xiong 0001,F
icde,conf/icde/XuTW10,Xiaorui Wang,F
icde,conf/icde/XuXSZZ14,Fan Xia,F
icde,conf/icde/XuZL04,Xuemin Lin,F
icde,conf/icde/XuZL08,Lei Li,F
icde,conf/icde/XuZLL03,Dik Lun Lee,F
icde,conf/icde/XuZXYY12,Jia Xu,F
icde,conf/icde/XueZZXHX13,Xing Xie,F
icde,conf/icde/YagiSMM05,Mai Soramoto,F
icde,conf/icde/YakoutEN10,Jennifer Neville,F
icde,conf/icde/YamaguchiNSIWHT15,Kenya Sato,F
icde,conf/icde/YaminiG05,Smriti Yamini,F
icde,conf/icde/YanGZHZW16,Nan Zhang,F
icde,conf/icde/YanHZH10,Jiawei Han,F
icde,conf/icde/YanOZ08,Beng Chin Ooi,F
icde,conf/icde/YanWZQMP09,Li Ma,F
icde,conf/icde/YanZH05,Jiawei Han,F
icde,conf/icde/YanZHY06,Jiawei Han,F
icde,conf/icde/YanZS10,Ying Yan,F
icde,conf/icde/YangCH16,Ying Cai,F
icde,conf/icde/YangCLZ14,Xuemin Lin,F
icde,conf/icde/YangCMKC13,Luyi Mo,F
icde,conf/icde/YangG03,Beverly Yang,F
icde,conf/icde/YangHWY16,Yinghui Wu,F
icde,conf/icde/YangJYZ16,Lihua Yue,F
icde,conf/icde/YangLLSS09,Yinan Li,F
icde,conf/icde/YangLYX05,Lei Shi,F
icde,conf/icde/YangP06,Hui Yang 0002,F
icde,conf/icde/YangP08,Yin Yang,F
icde,conf/icde/YangPPK08,Yin Yang,F
icde,conf/icde/YangPS09,Cecilia M. Procopiuc,F
icde,conf/icde/YangSRG06,Fan Yang 0002,F
icde,conf/icde/YangW01,Jennifer Widom,F
icde,conf/icde/YangW03,Wei Wang 0010,F
icde,conf/icde/YangW05,Rebecca N. Wright,F
icde,conf/icde/YangWLWX13,Xiaohui Xie,F
icde,conf/icde/YangWWY02,Wei Wang 0010,F
icde,conf/icde/YangYTM10,Christine Yen,F
icde,conf/icde/YangZZL16,Xuemin Lin,F
icde,conf/icde/YaoCHH12,Yuxin Huang,F
icde,conf/icde/YaoCHZ10,Yuxin Huang,F
icde,conf/icde/YaoCXL12,Zijun Xue,F
icde,conf/icde/YaoLHH10,Feifei Li 0001,F
icde,conf/icde/YaoLK09,Feifei Li 0001,F
icde,conf/icde/YaoLK10,Feifei Li 0001,F
icde,conf/icde/YaroslavtsevCPS13,Cecilia M. Procopiuc,F
icde,conf/icde/YeLLL10,Dik Lun Lee,F
icde,conf/icde/YeWSZ04,Liying Zhang,F
icde,conf/icde/YiBRB16,Elisa Bertino,F
icde,conf/icde/YiFY14,Peipei Yi,F
icde,conf/icde/YiLHKS08,Feifei Li 0001,F
icde,conf/icde/YiLKS08,Feifei Li 0001,F
icde,conf/icde/YiLLC09,Lei Chen 0002,F
icde,conf/icde/YiN05,Jeonghee Yi,F
icde,conf/icde/YiPBV14,Elisa Bertino,F
icde,conf/icde/YinCLHY13,Yuxin Huang,F
icde,conf/icde/YinHY07,Jiawei Han,F
icde,conf/icde/YinHYY04,Jiawei Han,F
icde,conf/icde/YinHZWZHS16,Zhiting Hu,F
icde,conf/icde/YiuJHL08,Hua Lu,F
icde,conf/icde/YiuLM10,Yimin Lin,F
icde,conf/icde/YongBLW09,Klarinda G. Widjanarko,F
icde,conf/icde/YongKH08,Jinha Kim,F
icde,conf/icde/YoshiharaKTY06,Dai Kobayashi,F
icde,conf/icde/YouPL05,Kristal T. Pollack,F
icde,conf/icde/YouZG15,Le Gruenwald,F
icde,conf/icde/YouZG15a,Le Gruenwald,F
icde,conf/icde/YuCSZ11,Lei Chen 0002,F
icde,conf/icde/YuHLLZ16,Le Li,F
icde,conf/icde/YuLA09,Cong Yu,F
icde,conf/icde/YuLCC07,Qing Li,F
icde,conf/icde/YuLWHYLWZ16,Jane You,F
icde,conf/icde/YuLZ13,Xuemin Lin,F
icde,conf/icde/YuLZ14,Xuemin Lin,F
icde,conf/icde/YuPK05,Xiaohui Yu,F
icde,conf/icde/YuS12,Xiaohui Yu,F
icde,conf/icde/YuWLW16,Xuemin Lin,F
icde,conf/icde/YuWS16,Jia Yu,F
icde,conf/icde/YuanMYG12,Dayu Yuan,F
icde,conf/icde/YuanQLCZ15,Xuemin Lin,F
icde,conf/icde/YuanSCTL12,Mindi Yuan,F
icde,conf/icde/ZacharouliGV07,Polixeni Zacharouli,F
icde,conf/icde/ZaianeELL05,Yi Li,F
icde,conf/icde/ZardettoSC10,Tiziana Catarci,F
icde,conf/icde/ZaslavskyJK13,Shonali Krishnaswamy,F
icde,conf/icde/Zeinalipour-YaztiKGN05,Vana Kalogeraki,F
icde,conf/icde/ZellagK11,Bettina Kemme,F
icde,conf/icde/ZerrBC11,Kerstin Bischoff,F
icde,conf/icde/Zhang0SZ05,Ning Zhang 0002,F
icde,conf/icde/ZhangAO05,Ning Zhang 0002,F
icde,conf/icde/ZhangBNCZ15,Feida Zhu,F
icde,conf/icde/ZhangCC06,Xin Chen,F
icde,conf/icde/ZhangCMRZTE13,Yu Tang,F
icde,conf/icde/ZhangCOWWX15,Beng Chin Ooi,F
icde,conf/icde/ZhangCTL15,Lei Chen 0002,F
icde,conf/icde/ZhangCTW13,Min Wang,F
icde,conf/icde/ZhangCWY16,Shimin Chen,F
icde,conf/icde/ZhangCWZ06,Yu Zhang 0008,F
icde,conf/icde/ZhangDH08,Ling Hu,F
icde,conf/icde/ZhangJ13,Jing Zhang,F
icde,conf/icde/ZhangKO04,Ning Zhang 0002,F
icde,conf/icde/ZhangKSY07,Qing Zhang,F
icde,conf/icde/ZhangLBZ09,Bing Liu 0001,F
icde,conf/icde/ZhangLCZW10,Xuemin Lin,F
icde,conf/icde/ZhangLKW06,Weiping Wang 0001,F
icde,conf/icde/ZhangLRB08,Elisa Bertino,F
icde,conf/icde/ZhangLTZ09,Xuemin Lin,F
icde,conf/icde/ZhangLW08,Wei Wang 0010,F
icde,conf/icde/ZhangLXKW06,Xuemin Lin,F
icde,conf/icde/ZhangLYKZY07,Xuemin Lin,F
icde,conf/icde/ZhangLZWY09,Xuemin Lin,F
icde,conf/icde/ZhangLZZL10,Xuemin Lin,F
icde,conf/icde/ZhangLZZZ16,Xuemin Lin,F
icde,conf/icde/ZhangMPBM12,Wendy Powley,F
icde,conf/icde/ZhangOAI06,Ning Zhang 0002,F
icde,conf/icde/ZhangOT04,Beng Chin Ooi,F
icde,conf/icde/ZhangOT10,Beng Chin Ooi,F
icde,conf/icde/ZhangPW08,Wei Wang 0010,F
icde,conf/icde/ZhangQY14,Lu Qin,F
icde,conf/icde/ZhangS06,Xin Zhang,F
icde,conf/icde/ZhangSCLY13,Hua Lu,F
icde,conf/icde/ZhangSD12,Saumya Debray,F
icde,conf/icde/ZhangSD12a,Saumya Debray,F
icde,conf/icde/ZhangTB09,Ying Zhang,F
icde,conf/icde/ZhangTP10,Ning Zhang,F
icde,conf/icde/ZhangWL08,Wei Wang 0010,F
icde,conf/icde/ZhangWLG14,Hang Zhang,F
icde,conf/icde/ZhangWTS13,Hua Wang,F
icde,conf/icde/ZhangWWJZ15,Xiaoling Wang,F
icde,conf/icde/ZhangYS13,Boya Sun,F
icde,conf/icde/ZhangYST06,Wei Zhang 0008,F
icde,conf/icde/ZhangZHZ15,Rong Zhang,F
icde,conf/icde/ZhangZY10,Yi Zhang 0011,F
icde,conf/icde/ZhangZZL13,Xuemin Lin,F
icde,conf/icde/ZhangZZZSW16,Yu Zhang,F
icde,conf/icde/ZhaoAH16,Charu C. Aggarwal,F
icde,conf/icde/ZhaoCS06,Na Zhao,F
icde,conf/icde/ZhaoCYZ15,Gao Cong,F
icde,conf/icde/ZhaoLTWG15,Xiaohong Guan,F
icde,conf/icde/ZhaoSFWL12,Anna Liu,F
icde,conf/icde/ZhaoXLW12,Xuemin Lin,F
icde,conf/icde/ZhengC16,Lei Chen 0002,F
icde,conf/icde/ZhengCH07,Yi Zheng,F
icde,conf/icde/ZhengSYY13,Yi Yang,F
icde,conf/icde/ZhengSZSXLZ15,Jiajun Liu,F
icde,conf/icde/ZhengXL04,Baihua Zheng,F
icde,conf/icde/ZhengYZXSZ15,Xing Xie,F
icde,conf/icde/ZhengZXZ12,Xing Xie,F
icde,conf/icde/ZhengZYS13,Yu Zheng,F
icde,conf/icde/Zhou013,Lei Chen 0002,F
icde,conf/icde/Zhou0GD13,Nan Zhang 0004,F
icde,conf/icde/Zhou0WZ13,Bingbing Zhang,F
icde,conf/icde/ZhouBST07,Loren G. Terveen,F
icde,conf/icde/ZhouBWLCLG12,Wei Wang 0011,F
icde,conf/icde/ZhouCCJY09,Gao Cong,F
icde,conf/icde/ZhouCW06,Xin Chen,F
icde,conf/icde/ZhouCYSH07,Ying Yan,F
icde,conf/icde/ZhouHCPB05,Xiaohua Zhou,F
icde,conf/icde/ZhouMLA09,Yun Mao,F
icde,conf/icde/ZhouOT05,Beng Chin Ooi,F
icde,conf/icde/ZhouOTY06,Beng Chin Ooi,F
icde,conf/icde/ZhouPT04,Xuan Zhou,F
icde,conf/icde/ZhouTZ06,Hetal Thakkar,F
icde,conf/icde/ZhouW07,Mi Zhou,F
icde,conf/icde/ZhouW08,Mi Zhou,F
icde,conf/icde/ZhouWC13,Hongning Wang,F
icde,conf/icde/ZhouWLLH11,Wynne Hsu,F
icde,conf/icde/ZhouWTL16,Jie Tang,F
icde,conf/icde/ZhouYGCD08,Ying Yan,F
icde,conf/icde/ZhouZBT09,Xiangmin Zhou,F
icde,conf/icde/ZhouZVQ08,Rong Zhang,F
icde,conf/icde/ZhuAFCE03,Jianping Fan 0001,F
icde,conf/icde/ZhuLL11,Dik Lun Lee,F
icde,conf/icde/ZhuR07,Elke A. Rundensteiner,F
icde,conf/icde/ZhuSWYS14,Jianmin Wang 0001,F
icde,conf/icde/ZhuY013,Jianmin Wang 0001,F
icde,conf/icde/ZhuYHYC07,Jiawei Han,F
icde,conf/icde/ZhuZL16,Rong Zhu,F
icde,conf/icde/ZhuangC09,Lei Chen 0002,F
icde,conf/icde/ZieglerDH08,Ela Hunt,F
icde,conf/icde/ZiekowI08,Lenka Ivantysynova,F
icde,conf/icde/ZongRSYSL14,Ramya Raghavendra,F
icde,conf/icde/ZouC08,Lei Chen 0002,F
icde,conf/icde/ZulkernineMSPMA12,Wendy Powley,F
