global_key,paper_key,name,gender
cade,conf/cade/BozzelliS14,Laura Bozzelli,F
cade,conf/cade/BritzV14,Arina Britz,F
cade,conf/cade/BrownR13,Christine Rizkallah,F
cade,conf/cade/BrownS00,Marianne Brown,F
cade,conf/cade/BustanG00,Orna Grumberg,F
cade,conf/cade/CarvalhoLC10,Kathryn Blackmond Laskey,F
cade,conf/cade/CerritoDG14,Serenella Cerrito,F
cade,conf/cade/CerritoM01,Serenella Cerrito,F
cade,conf/cade/CerroFGHLM01,Dominique Longin,F
cade,conf/cade/ChaudhuriDLM10,Leslie Lamport,F
cade,conf/cade/ChengMP12,Rosemary Monahan,F
cade,conf/cade/ChevalCD10,Stéphanie Delaune,F
cade,conf/cade/ChocronFR14,Paula Chocron,F
cade,conf/cade/ChocronFR15,Paula Chocron,F
cade,conf/cade/ChortarasTS11,Despoina Trivela,F
cade,conf/cade/CiobacaDK09,Stéphanie Delaune,F
cade,conf/cade/ClaessenJRS12,Moa Johansson,F
cade,conf/cade/ClaessenJRS13,Moa Johansson,F
cade,conf/cade/ClaessenL09,Ann Lillieström,F
cade,conf/cade/ClaessenL16,Ann Lillieström,F
cade,conf/cade/ClaessenLS11,Ann Lillieström,F
cade,conf/cade/CokGBD12,Morgan Deters,F
cade,conf/cade/CollinsD00,Louise A. Dennis,F
cade,conf/cade/ColtonH03,Sophie Huczynska,F
cade,conf/cade/ColtonSM00,Ursula Martin,F
cade,conf/cade/Comon-LundhCS13,Véronique Cortier,F
cade,conf/cade/ContejeanC05,Evelyne Contejean,F
cade,conf/cade/Cortier10,Véronique Cortier,F
cade,conf/cade/Cortier14,Véronique Cortier,F
cade,conf/cade/CostaM16,Diana Costa,F
cade,conf/cade/DSilvaU15,Caterina Urban,F
cade,conf/cade/David15,Amélie David,F
cade,conf/cade/DelauneKP12,Stéphanie Delaune,F
cade,conf/cade/DeplagneKKN03,Hélène Kirchner,F
cade,conf/cade/DeshaneHJLLM07,Patty Jablonski,F
cade,conf/cade/Deters10,Morgan Deters,F
cade,conf/cade/DinBH15,Crystal Chang Din,F
cade,conf/cade/DjeddaiSK14,Ala Djeddai,F
cade,conf/cade/DoligezKLLM14,Leslie Lamport,F
cade,conf/cade/DoughertyFK06,Kathi Fisler,F
cade,conf/cade/DoutreM01,Sylvie Doutre,F
cade,conf/cade/DrossCKP12,Claire Dross,F
cade,conf/cade/DufayFM05,Amy P. Felty,F
cade,conf/cade/DuranEEMMT16,Carolyn L. Talcott,F
cade,conf/cade/DyckhoffKL06,Delia Kesner,F
cade,conf/cade/EbnerHRRWZ16,Giselle Reis,F
cade,conf/cade/EchenimPT14,Sophie Tourret,F
cade,conf/cade/EchenimPT15,Sophie Tourret,F
cade,conf/cade/ErbaturEKLLMMNSS13,Catherine A. Meadows,F
cade,conf/cade/FormisanoOT01,Andrea Formisano,F
cade,conf/cade/FrohnNHBG16,Jera Hensel,F
cade,conf/cade/FurbachGS15,Claudia Schon,F
cade,conf/cade/FurbachPS15,Claudia Schon,F
cade,conf/cade/GanDXZKC16,Ting Gan,F
cade,conf/cade/GanzingerNN01,Pilar Nivela,F
cade,conf/cade/GanzingerSW04,Viorica Sofronie-Stokkermans,F
cade,conf/cade/GauthierKKN14,Chantal Keller,F
cade,conf/cade/GeorgievaHS02,Renate A. Schmidt,F
cade,conf/cade/GeroBN12,Kimberly A. Gero,F
cade,conf/cade/GhilardiNRZ07,Enrica Nicolini,F
cade,conf/cade/GhilardiNRZ08,Enrica Nicolini,F
cade,conf/cade/GieslBEFFOPSSST14,Stephanie Swiderski,F
cade,conf/cade/GilHSZ04,Miki Hermann,F
cade,conf/cade/GlimmHM10,Birte Glimm,F
cade,conf/cade/GodoyT07,Sophie Tison,F
cade,conf/cade/GoelKLT12,Rebekah Leslie,F
cade,conf/cade/GoreOT14,Kerry Olesen,F
cade,conf/cade/GoreP08,Linda Postniece,F
cade,conf/cade/GreweEM15,Sylvia Grewe,F
cade,conf/cade/GriesMNRSW10,Anahita Nafissi,F
cade,conf/cade/GrinchteinLP06,Olga Grinchtein,F
cade,conf/cade/Gupta08,Aarti Gupta,F
cade,conf/cade/HaarslevSV11,Michele Vescovi,F
cade,conf/cade/HabliF13,Amy P. Felty,F
cade,conf/cade/HahnleSB13,Ina Schaefer,F
cade,conf/cade/HakimipourSD08,Niusha Hakimipour,F
cade,conf/cade/HasegawaFK00,Miyuki Koshimura,F
cade,conf/cade/HeamHK12,Olga Kouchnarenko,F
cade,conf/cade/HeilalaP07,Brigitte Pientka,F
cade,conf/cade/HetzlLRTW14,Giselle Reis,F
cade,conf/cade/HeuleSB14,Martina Seidl,F
cade,conf/cade/HirokawaM03,Nao Hirokawa,F
cade,conf/cade/HirokawaM08,Nao Hirokawa,F
cade,conf/cade/HirokawaM10,Nao Hirokawa,F
cade,conf/cade/HladikS03,Ulrike Sattler,F
cade,conf/cade/HoderKV10,Laura Kovács,F
cade,conf/cade/HorbachS14,Viorica Sofronie-Stokkermans,F
cade,conf/cade/HorrocksST00,Ulrike Sattler,F
cade,conf/cade/HouC14,Ping Hou,F
cade,conf/cade/HuismanKM12,Marieke Huisman,F
cade,conf/cade/HustadtKS05,Renate A. Schmidt,F
cade,conf/cade/HustadtS10,Renate A. Schmidt,F
cade,conf/cade/IhlemannS09,Viorica Sofronie-Stokkermans,F
cade,conf/cade/IhlemannS10,Viorica Sofronie-Stokkermans,F
cade,conf/cade/IslamM12,Wendy MacCaull,F
cade,conf/cade/JacksonL00,Helen Lowe,F
cade,conf/cade/JacquelBDD12,Mélanie Jacquel,F
cade,conf/cade/JamnikKP02,Mateja Jamnik,F
cade,conf/cade/JiaZ06,Xiangxue Jia,F
cade,conf/cade/Keller13,Chantal Keller,F
cade,conf/cade/KieslSTB16,Martina Seidl,F
cade,conf/cade/KoopmannS14,Renate A. Schmidt,F
cade,conf/cade/Kovacs08,Laura Kovács,F
cade,conf/cade/KovacsMV11,Laura Kovács,F
cade,conf/cade/KovacsR15,Laura Kovács,F
cade,conf/cade/KovacsV09,Laura Kovács,F
cade,conf/cade/KozenKR06,Eva Richter,F
cade,conf/cade/KroeningSTTW10,Natasha Sharygina,F
cade,conf/cade/KupfermanSV02,Ulrike Sattler,F
cade,conf/cade/LahiriQ09,Shaz Qadeer,F
cade,conf/cade/Larchey-Wendling02,Dominique Larchey-Wendling,F
cade,conf/cade/Larchey-Wendling04,Dominique Larchey-Wendling,F
cade,conf/cade/Larchey-WendlingMG01,Dominique Larchey-Wendling,F
cade,conf/cade/LeeW14,Yi Wang,F
cade,conf/cade/Lev-AmiIRSSY05,Tal Lev-Ami,F
cade,conf/cade/Lev-AmiWRS07,Tal Lev-Ami,F
cade,conf/cade/Li04,Lei Li,F
cade,conf/cade/LouhichiMJM10,Asma Louhichi,F
cade,conf/cade/LoupSCAB13,Erika Ábrahám,F
cade,conf/cade/LukasiewiczMMPS14,Maria Vanina Martinez,F
cade,conf/cade/LutzST03,Ulrike Sattler,F
cade,conf/cade/LynchM01,Barbara Morawska,F
cade,conf/cade/LynchM02,Barbara Morawska,F
cade,conf/cade/MaLZ09,Feifei Ma,F
cade,conf/cade/MagkaKH10,Despoina Magka,F
cade,conf/cade/Mahboubi06,Assia Mahboubi,F
cade,conf/cade/Martin15,Ursula Martin,F
cade,conf/cade/MartinezFGHH14,Cristina Feier,F
cade,conf/cade/Matiyasevich12,Yuri Matiyasevich,F
cade,conf/cade/MatsuzakiIKZFKA16,Noriko H. Arai,F
cade,conf/cade/Mayer13,Marta Cialdea Mayer,F
cade,conf/cade/MayerC10,Serenella Cerrito,F
cade,conf/cade/McCuneS00,Olga Shumsky,F
cade,conf/cade/MeierM05,Erica Melis,F
cade,conf/cade/MeikleF10,Laura I. Meikle,F
cade,conf/cade/Melis00,Erica Melis,F
cade,conf/cade/MengP04,Jia Meng,F
cade,conf/cade/MengPK07,Jia Meng,F
cade,conf/cade/MinicaKST12,Renate A. Schmidt,F
cade,conf/cade/MouraRS02,Maria Sorea,F
cade,conf/cade/NalonHD16,Cláudia Nalon,F
cade,conf/cade/NalonMD14,Cláudia Nalon,F
cade,conf/cade/NguyenS09,Linh Anh Nguyen,F
cade,conf/cade/NicoliniRR09,Enrica Nicolini,F
cade,conf/cade/NigamRL14,Giselle Reis,F
cade,conf/cade/NipkowBS06,Gertrud Bauer,F
cade,conf/cade/NivelleM06,Jia Meng,F
cade,conf/cade/NoiaLMST14,Maria Vanina Martinez,F
cade,conf/cade/OlivettiP14,Nicola Olivetti,F
cade,conf/cade/PanSV02,Ulrike Sattler,F
cade,conf/cade/PapacchiniS14,Renate A. Schmidt,F
cade,conf/cade/Pastre01,Dominique Pastre,F
cade,conf/cade/PavlovicPK07,Olivera Pavlovic,F
cade,conf/cade/PeschieraPT10,Claudia Peschiera,F
cade,conf/cade/Pientka01,Brigitte Pientka,F
cade,conf/cade/Pientka05,Brigitte Pientka,F
cade,conf/cade/Pientka06,Brigitte Pientka,F
cade,conf/cade/PientkaC15,Brigitte Pientka,F
cade,conf/cade/PientkaD10,Brigitte Pientka,F
cade,conf/cade/PientkaP03,Brigitte Pientka,F
cade,conf/cade/PiskacK10,Ruzica Piskac,F
cade,conf/cade/ReynoldsB15,Jasmin Christian Blanchette,F
cade,conf/cade/ReynoldsBCT16,Jasmin Christian Blanchette,F
cade,conf/cade/ReynoldsTGKDB13,Morgan Deters,F
cade,conf/cade/RoedererPS09,Yury Puzis,F
cade,conf/cade/RosaGNPP10,Alessandra Puddu,F
cade,conf/cade/SantosCFH10,Valquiria Fenelon,F
cade,conf/cade/SatoW15,Sarah Winkler,F
cade,conf/cade/SatoWKM08,Sarah Winkler,F
cade,conf/cade/SattlerV01,Ulrike Sattler,F
cade,conf/cade/SchmidtH00,Renate A. Schmidt,F
cade,conf/cade/SchmidtH03,Renate A. Schmidt,F
cade,conf/cade/SchmidtT08,Renate A. Schmidt,F
cade,conf/cade/SchmittLKN01,Lori Lorigo,F
cade,conf/cade/SebastianiT12,Silvia Tomasi,F
cade,conf/cade/SebastianiV09,Michele Vescovi,F
cade,conf/cade/SeidlLB12,Martina Seidl,F
cade,conf/cade/ShermanGD10,Elena Sherman,F
cade,conf/cade/ShintaniH15,Nao Hirokawa,F
cade,conf/cade/SiekmannBBCFFHKMMMNPSUWZ02,Erica Melis,F
cade,conf/cade/SilvaSCDRM08,Li Ding,F
cade,conf/cade/SmolkaB13,Jasmin Christian Blanchette,F
cade,conf/cade/Sofronie-Stokkermans00,Viorica Sofronie-Stokkermans,F
cade,conf/cade/Sofronie-Stokkermans05,Viorica Sofronie-Stokkermans,F
cade,conf/cade/Sofronie-Stokkermans06,Viorica Sofronie-Stokkermans,F
cade,conf/cade/Sofronie-Stokkermans09,Viorica Sofronie-Stokkermans,F
cade,conf/cade/Sofronie-Stokkermans10,Viorica Sofronie-Stokkermans,F
cade,conf/cade/Sofronie-Stokkermans13,Viorica Sofronie-Stokkermans,F
cade,conf/cade/Sofronie-Stokkermans16,Viorica Sofronie-Stokkermans,F
cade,conf/cade/SteelBM04,Monika Maidl,F
cade,conf/cade/SteigmillerGL14,Birte Glimm,F
cade,conf/cade/SteigmillerLG12,Birte Glimm,F
cade,conf/cade/StroderGBFFHS14,Jera Hensel,F
cade,conf/cade/SutcliffeCDMS10,Li Ding,F
cade,conf/cade/SutcliffeP07,Yury Puzis,F
cade,conf/cade/TishkovskySK12,Renate A. Schmidt,F
cade,conf/cade/TourretEP14,Sophie Tourret,F
cade,conf/cade/Tveretin04,Olga Tveretin,F
cade,conf/cade/UnelT07,Gulay Ünel,F
cade,conf/cade/UrbanT05,Christine Tasson,F
cade,conf/cade/UrbasJ12,Mateja Jamnik,F
cade,conf/cade/VargaSM15,Alexandra Varga,F
cade,conf/cade/VitucciNG10,Nicola Vitucci,F
cade,conf/cade/VlasenkoDHJ16,Jelena Vlasenko,F
cade,conf/cade/Wallenburg10,Angela Wallenburg,F
cade,conf/cade/Walukiewicz-ChrzaszczC06,Daria Walukiewicz-Chrzaszcz,F
cade,conf/cade/WangW10,Shuling Wang,F
cade,conf/cade/WeidenbachDFKSW09,Dilyana Dimova,F
cade,conf/cade/WeidenbachSHRT07,Renate A. Schmidt,F
cade,conf/cade/WinklerM10,Sarah Winkler,F
cade,conf/cade/WinklerM11,Sarah Winkler,F
cade,conf/cade/WintersteinBG04,Corin A. Gurr,F
cade,conf/cade/WisniewskiSKB16,Kim Kern,F
cade,conf/cade/YorshM05,Greta Yorsh,F
cade,conf/cade/ZamanskyA06,Anna Zamansky,F
cade,conf/cade/Zhang14,Wenhui Zhang,F
cade,conf/cade/ZhangHD09,Clare Dixon,F
cade,conf/cade/ZhangSM04,Ting Zhang,F
cade,conf/cade/ZhangSM05,Ting Zhang,F
cade,conf/cade/ZoharZ16,Anna Zamansky,F
chi,conf/chi/0001GH15,Silke Gegenbauer,F
chi,conf/chi/0001R15,Jennifer Pearson 0001,F
chi,conf/chi/0001RJ15,Jennifer Pearson 0001,F
chi,conf/chi/0001SHWSKMDAKFM15,Katrin Wolf 0001,F
chi,conf/chi/0001VK00,Gerd Kortuem,F
chi,conf/chi/0002FEMRBMSO14,Alicia Blum-Ross,F
chi,conf/chi/0002FTO15,Anna Maria Feit,F
chi,conf/chi/0002GF14,Wei Li 0002,F
chi,conf/chi/0005LACFS14,Lorrie Faith Cranor,F
chi,conf/chi/AarhusB10,Rikke Aarhus,F
chi,conf/chi/AbascalLS04,Elena Lazkano,F
chi,conf/chi/AbbarMW15,Yelena Mejova,F
chi,conf/chi/AbbasDME16,Malath Abbas,F
chi,conf/chi/AbdelrahmanSH015,Yomna Abdelrahman,F
chi,conf/chi/AbdulinB16,Dorrit Billman,F
chi,conf/chi/AbeI16,Katherine Isbister,F
chi,conf/chi/AbeeleHZ12,Vero Vanden Abeele,F
chi,conf/chi/AbeeleR06,Veronika A. Vanden Abeele,F
chi,conf/chi/AbergS01,Nahid Shahmehri,F
chi,conf/chi/Abokhodair15,Norah Abokhodair,F
chi,conf/chi/AbowdABEMMS00,Elizabeth D. Mynatt,F
chi,conf/chi/AccotZ01,Shumin Zhai,F
chi,conf/chi/AccotZ02,Shumin Zhai,F
chi,conf/chi/AccotZ03,Shumin Zhai,F
chi,conf/chi/AchibetCLM15,Maud Marchal,F
chi,conf/chi/AckadCMK12,Judy Kay,F
chi,conf/chi/AckadTK16,Judy Kay,F
chi,conf/chi/AckermannS01,Edith Ackermann,F
chi,conf/chi/Adams00,Lea T. Adams,F
chi,conf/chi/AdamsBG14,Geri Gay,F
chi,conf/chi/AdamsGL14,Celine Latulipe,F
chi,conf/chi/AdamsL13,Celine Latulipe,F
chi,conf/chi/AdarTD08,Susan T. Dumais,F
chi,conf/chi/AdarTD09,Susan T. Dumais,F
chi,conf/chi/AdarTT13,Desney S. Tan,F
chi,conf/chi/AdibMKKM15,Dina Katabi,F
chi,conf/chi/AdlerB12,Rachel F. Adler,F
chi,conf/chi/AdlinPGHMRM06,Tamara Adlin,F
chi,conf/chi/AdnanJB16,Lynne Baillie,F
chi,conf/chi/AferganPSJHBCJ14,Erin Treacy Solovey,F
chi,conf/chi/AfonsoB11,Steffi Beckhaus,F
chi,conf/chi/AfricanoBLLNP04,Diana Africano,F
chi,conf/chi/AgapieAM16,Elena Agapie,F
chi,conf/chi/AgapieGQ13,Elena Agapie,F
chi,conf/chi/AgarwalM09,Anshu Agarwal,F
chi,conf/chi/Aggarwal16,Deepti Aggarwal,F
chi,conf/chi/AggarwalKC13,Deepti Aggarwal,F
chi,conf/chi/AgrawalHRSYR15,Daniela K. Rosner,F
chi,conf/chi/AhernEGKNN07,Mor Naaman,F
chi,conf/chi/AhmaniemiKH14,Merja Haveri,F
chi,conf/chi/Ahmed16,Nova Ahmed,F
chi,conf/chi/AhmedBZMDKTO16,Nicola J. Bidwell,F
chi,conf/chi/AhmedHCCK15,Kay Connelly,F
chi,conf/chi/AhmedJAFRRAM14,Nova Ahmed,F
chi,conf/chi/AhmedMJ15,Nusrat Jahan Mim,F
chi,conf/chi/AhmetM12,Zeynep Ahmet,F
chi,conf/chi/AhnBHKN16,June Ahn,F
chi,conf/chi/AhnD04,Laura Dabbish,F
chi,conf/chi/AhnGKLB06,Shiry Ginosar,F
chi,conf/chi/AhnGKW12,June Ahn,F
chi,conf/chi/AhnKS14,Hyunjin Ahn,F
chi,conf/chi/AhnYCKMCJL15,Hyunjin Ahn,F
chi,conf/chi/Ahtinen08,Aino Ahtinen,F
chi,conf/chi/AiHR06,Carolyn Penstein Rosé,F
chi,conf/chi/AignerTSR04,Miruna Stroe,F
chi,conf/chi/Aizenbud-ReshefBJLS08,Neta Aizenbud-Reshef,F
chi,conf/chi/AkabaneLICCNTEIF11,Hiromi Iwadate,F
chi,conf/chi/AkahaniII00,Katherine Isbister,F
chi,conf/chi/AkamaL12,Yoko Akama,F
chi,conf/chi/AkamaL15,Yoko Akama,F
chi,conf/chi/AkamaPF15,Yoko Akama,F
chi,conf/chi/AkazueHBB16,Lynne Baillie,F
chi,conf/chi/AkersEFLS04,Elizabeth Akers,F
chi,conf/chi/AkersSJW09,Robin Jeffries,F
chi,conf/chi/Akoglu12,Canan Akoglu,F
chi,conf/chi/AkshitaSILB15,Akshita,F
chi,conf/chi/Al-AmeenWS15,Shannon Scielzo,F
chi,conf/chi/Al-AniDCDGTKP13,Ban Al-Ani,F
chi,conf/chi/Al-AniMS10,Ban Al-Ani,F
chi,conf/chi/AlabdulhafithAS16,Maali Alabdulhafith,F
chi,conf/chi/Alabi14,Halimat I. Alabi,F
chi,conf/chi/Alajarmeh13,Nancy Alajarmeh,F
chi,conf/chi/AlankusK12,Caitlin Kelleher,F
chi,conf/chi/AlankusLMK10,Caitlin Kelleher,F
chi,conf/chi/AlaouiCS11,Sarah Fdili Alaoui,F
chi,conf/chi/AlaouiJB13,Sarah Fdili Alaoui,F
chi,conf/chi/AlaviLNCKM16,Elizabeth Churchill,F
chi,conf/chi/AlbaughGLMSM16,Jennifer Mankoff,F
chi,conf/chi/AlbersCG14,Danielle Albers,F
chi,conf/chi/AlbinssonZ03,Shumin Zhai,F
chi,conf/chi/Alcaidinho16,Joelle Alcaidinho,F
chi,conf/chi/AleahmadBWFK08,Aruna D. Balakrishnan,F
chi,conf/chi/Alelis13,Genevieve Alelis,F
chi,conf/chi/AlessandriniCZ13,Andrea Alessandrini,F
chi,conf/chi/AlexanderBHYVKLRS13,Audrey Younkin,F
chi,conf/chi/AlexanderHJIS12,Teng Han,F
chi,conf/chi/AlexanderJHKK15,Yvonne Jansen,F
chi,conf/chi/AlharbiBKMCY14,Emily Kowalczyk,F
chi,conf/chi/Ali-HasanGPR06,Noor Ali-Hasan,F
chi,conf/chi/AliMFHB16,Susanne Boll,F
chi,conf/chi/AliakseyeuELMMOW13,Elke den Ouden,F
chi,conf/chi/AllansonW02,Jennifer Allanson,F
chi,conf/chi/AllenHHMKLW13,Kate Allen,F
chi,conf/chi/AllenMBKL13,Brooklyn Brown,F
chi,conf/chi/AlmahmoudADGK15,Jumana Almahmoud,F
chi,conf/chi/AlmeidaCB16,Teresa Almeida,F
chi,conf/chi/AlmeidaCWSB16,Teresa Almeida,F
chi,conf/chi/AlmeidaWCB16,Teresa Almeida,F
chi,conf/chi/AlmuhimediSSAAG15,Lorrie Faith Cranor,F
chi,conf/chi/AlperBRIF13,Basak Alper,F
chi,conf/chi/AlperRH14,Basak Alper,F
chi,conf/chi/AlpernM03,Katie Minardo,F
chi,conf/chi/AlphenB16,Saskia Bakker,F
chi,conf/chi/AlsmeyerLG08,Madeline Alsmeyer,F
chi,conf/chi/AlthoffGMSL02,Karla Geiss,F
chi,conf/chi/AltimiraMCLBB16,Jenny Clarke,F
chi,conf/chi/AlvinaZPARF15,Jessalyn Alvina,F
chi,conf/chi/Ament11,Maartje Ament,F
chi,conf/chi/AmentoHT02,Loren G. Terveen,F
chi,conf/chi/AmershiCDLSS15,Saleema Amershi,F
chi,conf/chi/AmershiFKT10,Saleema Amershi,F
chi,conf/chi/AmershiFW12,Saleema Amershi,F
chi,conf/chi/AmershiLKMC11,Saleema Amershi,F
chi,conf/chi/AmershiM08,Saleema Amershi,F
chi,conf/chi/AmershiM09,Saleema Amershi,F
chi,conf/chi/AmesBBLMR14,Daniela K. Rosner,F
chi,conf/chi/AmesBFLRV15,Daniela K. Rosner,F
chi,conf/chi/AmesM06,Morgan Ames,F
chi,conf/chi/AmesN07,Mor Naaman,F
chi,conf/chi/AminiBKTK12,Amy K. Karlson,F
chi,conf/chi/AminiRLHI15,Nathalie Henry Riche,F
chi,conf/chi/AmirGGSS15,Ofra Amir,F
chi,conf/chi/AmiroucheLLM13,Marie-Christine Lafond,F
chi,conf/chi/AmmaKBS15,Tanja Schultz,F
chi,conf/chi/AmmariKLS15,Priya Kumar,F
chi,conf/chi/AmmariS15,Sarita Yardi Schoenebeck,F
chi,conf/chi/AmmariS15a,Sarita Yardi Schoenebeck,F
chi,conf/chi/AmoresBBM15,Judith Amores,F
chi,conf/chi/AmoresBM15,Judith Amores,F
chi,conf/chi/AmoresBM15a,Judith Amores,F
chi,conf/chi/AmoresBM16,Judith Amores,F
chi,conf/chi/AmoresBS16,Judith Amores,F
chi,conf/chi/AmselT10,Nadine Amsel,F
chi,conf/chi/AnacletoBAFB11,Júnia Coutinho Anacleto Silva,F
chi,conf/chi/AnacletoF14,Júnia Coutinho Anacleto,F
chi,conf/chi/AnanthanarayanSCPS13,Miranda Sheh,F
chi,conf/chi/AndalibiHCF16,Nazanin Andalibi,F
chi,conf/chi/Andersen04,Kristina Andersen,F
chi,conf/chi/AndersenG15,Kristina Andersen,F
chi,conf/chi/AndersenK16,Kristina Andersen,F
chi,conf/chi/AndersenOLSLTCP12,Eleanor O'Rourke,F
chi,conf/chi/AndersonAB12,Michelle Annett,F
chi,conf/chi/AndersonAHMNEW07,Shauna Sampson Eves,F
chi,conf/chi/AndersonBMOWKMS15,Sue Ann Seah,F
chi,conf/chi/AndersonDB11,Rina Doherty,F
chi,conf/chi/AndersonENPP09,Laurie Pattison,F
chi,conf/chi/AndersonGWF15,Tovi Grossman,F
chi,conf/chi/AndersonHM08,Christine Anderson,F
chi,conf/chi/AndersonHWA04,Crystal Hoyer,F
chi,conf/chi/AndersonKJEHV15,Bonnie Brinton Anderson,F
chi,conf/chi/AndersonVWYA03,Ruth E. Anderson,F
chi,conf/chi/AndreBDGKM12,Mira Dontcheva,F
chi,conf/chi/AndreTD09,Susan T. Dumais,F
chi,conf/chi/AndristMT15,Bilge Mutlu,F
chi,conf/chi/AndristPMG12,Bilge Mutlu,F
chi,conf/chi/AnejaL07,Shweta Aneja,F
chi,conf/chi/AnejaMPW05,Shweta Aneja,F
chi,conf/chi/AngeliBWD06,Antonella De Angeli,F
chi,conf/chi/AngeliO15,Daniela De Angeli,F
chi,conf/chi/AngerbauerDK015,Katrin Angerbauer,F
chi,conf/chi/AnguloFPW15,Simone Fischer-Hübner,F
chi,conf/chi/AnkolekarSY13,Anupriya Ankolekar,F
chi,conf/chi/AnnettB13,Michelle Annett,F
chi,conf/chi/AnschuetzR03,Lori Anschuetz,F
chi,conf/chi/AnthonyKF13,Leah Findlater,F
chi,conf/chi/AnthonyYK05,Lisa Anthony,F
chi,conf/chi/Antle06,Alissa Nicole Antle,F
chi,conf/chi/Antle07,Alissa Nicole Antle,F
chi,conf/chi/AntleCD09,Alissa Nicole Antle,F
chi,conf/chi/AntleDH09,Alissa Nicole Antle,F
chi,conf/chi/AntleMH11,Alissa Nicole Antle,F
chi,conf/chi/AntonsASSM13,Julia Seebode,F
chi,conf/chi/AnttilaJ06,Younghee Jung,F
chi,conf/chi/AnttonenS05,Jenni Anttonen,F
chi,conf/chi/AokiGHSTW02,Rebecca E. Grinter,F
chi,conf/chi/AokiHMMPSW09,Allison Woodruff,F
chi,conf/chi/AokiHW01,Amy Hurst,F
chi,conf/chi/AokiRSTWW03,Margaret H. Szymanski,F
chi,conf/chi/AokiW05,Allison Woodruff,F
chi,conf/chi/ApaolazaHABEJHJ16,Amaia Aizpurua,F
chi,conf/chi/ApostolopoulosC15,Eelke Folmer,F
chi,conf/chi/AppertB10,Caroline Appert,F
chi,conf/chi/AppertCP10,Caroline Appert,F
chi,conf/chi/AppertCP12,Caroline Appert,F
chi,conf/chi/AppertF06,Caroline Appert,F
chi,conf/chi/AppertZ09,Shumin Zhai,F
chi,conf/chi/AptedKQ06,Judy Kay,F
chi,conf/chi/AragonH05,Marti A. Hearst,F
chi,conf/chi/AragonPS09,Cecilia R. Aragon,F
chi,conf/chi/AragonW11,Cecilia R. Aragon,F
chi,conf/chi/ArchambaultG12,Anne Archambault,F
chi,conf/chi/ArditoCLP07,Maria Francesca Costabile,F
chi,conf/chi/ArellanoH14,Diana Arellano,F
chi,conf/chi/ArguelloBJKLRW06,Carolyn Penstein Rosé,F
chi,conf/chi/ArifF16,Sarah Fardeen,F
chi,conf/chi/ArjanPZ08,Ulrike Pfeil,F
chi,conf/chi/ArnowitzHGAD05,Monica Heidelberg,F
chi,conf/chi/ArreolaMFCCW14,Kay Connelly,F
chi,conf/chi/ArriagaMMPP13,Rosa I. Arriaga,F
chi,conf/chi/ArroyoBV12,Nina Valkanova,F
chi,conf/chi/Arshad0C15,Fang Chen,F
chi,conf/chi/ArthurMA08,Nada Matic,F
chi,conf/chi/AsaiSA13,Yoshie Soutome Sagata,F
chi,conf/chi/Asbell-ClarkeRS13,Jodi Asbell-Clarke,F
chi,conf/chi/Asbell-ClarkeS12,Jodi Asbell-Clarke,F
chi,conf/chi/AsdiD00,Beth H. Daniels,F
chi,conf/chi/AsenieroWLRTC15,Tiffany Wun,F
chi,conf/chi/AshktorabV16,Zahra Ashktorab,F
chi,conf/chi/AshooriBW15,Maryam Ashoori,F
chi,conf/chi/AslanWMWMT15,Barbara Weixelbaumer,F
chi,conf/chi/Asokan08,Ashwini Asokan,F
chi,conf/chi/AsokanP08,Ashwini Asokan,F
chi,conf/chi/AssogbaD10,Judith S. Donath,F
chi,conf/chi/AssogbaRDM11,Irene Ros,F
chi,conf/chi/AssogbaRM10,Irene Ros,F
chi,conf/chi/AsthanaSG15,Parul Gupta,F
chi,conf/chi/AtachiantsGJD14,Kim Jarvis,F
chi,conf/chi/AthukoralaLKJOTJ14,Maria von Kügelgen,F
chi,conf/chi/AtkinsonOPBWBPC13,Bruna Petreca,F
chi,conf/chi/Atwood14,Margaret Atwood,F
chi,conf/chi/AtyeoRR00,Judith Ramsay,F
chi,conf/chi/AuBJLPRRS08,Robin Jeffries,F
chi,conf/chi/AuSL14,Xiaojun Su,F
chi,conf/chi/AuSL14a,Xiaojun Su,F
chi,conf/chi/AubeSTT13,Stéphanie Turgeon-Girard,F
chi,conf/chi/AudenaerenAGHAD12,Vero Vanden Abeele,F
chi,conf/chi/AulaK09,Anne Aula,F
chi,conf/chi/AulaKG10,Anne Aula,F
chi,conf/chi/AulaL08,Anne Aula,F
chi,conf/chi/AustermannY09,Anja Austermann,F
chi,conf/chi/AustermannYFN10,Anja Austermann,F
chi,conf/chi/AustinN15,Ann Austin,F
chi,conf/chi/AvleL16,Silvia Lindtner,F
chi,conf/chi/AworiCGEYON12,Emme Clark,F
chi,conf/chi/Axelrod04,Lesley Axelrod,F
chi,conf/chi/AxelrodH05,Lesley Axelrod,F
chi,conf/chi/AylettFPD15,Elaine Farrow,F
chi,conf/chi/AylettKWV14,Yolanda Vazquez-Alvarez,F
chi,conf/chi/AylettPBPHF16,Shannon Hennig,F
chi,conf/chi/AylettTGSBK16,Lisa A. Thomas,F
chi,conf/chi/AylettVB15,Lynne Baillie,F
chi,conf/chi/AyoadeB14,Lynne Baillie,F
chi,conf/chi/AyobiMC16,Anna L. Cox,F
