paper_key,l0,global_key
conf/cikm/MetrikovPA15,1,cikm
conf/cikm/MetzgerEHS11,1,cikm
conf/cikm/MetzgerSHS12,0,cikm
conf/cikm/MetzgerSS13,0,cikm
conf/cikm/Metzler06,0,cikm
conf/cikm/Metzler07,0,cikm
conf/cikm/Metzler08,0,cikm
conf/cikm/MetzlerBCMZ05,0,cikm
conf/cikm/MeuselMB14,1,cikm
conf/cikm/MeymandpourD12,1,cikm
conf/cikm/MiaoKM05,1,cikm
conf/cikm/MiaoLD08,1,cikm
conf/cikm/MiaoLTZ10,1,cikm
conf/cikm/MichelBNTWZ06,1,cikm
conf/cikm/Miettinen11,0,cikm
conf/cikm/MihailaSL08,1,cikm
conf/cikm/MihajlovicBHA05,1,cikm
conf/cikm/MihalceaC07,0,cikm
conf/cikm/Mika14,1,cikm
conf/cikm/Milne07,0,cikm
conf/cikm/MilneW08,0,cikm
conf/cikm/MilneWN07,0,cikm
conf/cikm/MinW12,1,cikm
conf/cikm/MinY14,1,cikm
conf/cikm/MinZWM10,1,cikm
conf/cikm/MingCC10,1,cikm
conf/cikm/MingYC14,1,cikm
conf/cikm/MinkovCLTJ10,1,cikm
conf/cikm/MirizziN10,0,cikm
conf/cikm/MirizziRNS10,1,cikm
conf/cikm/MirylenkaP13,0,cikm
conf/cikm/MirzaCCHH11,1,cikm
conf/cikm/MishneCHRS05,0,cikm
conf/cikm/Mishra14,1,cikm
conf/cikm/MishraB16,1,cikm
conf/cikm/MishraGT12,1,cikm
conf/cikm/MishraH15,1,cikm
conf/cikm/MishraLHB16,1,cikm
conf/cikm/MishraRT13,1,cikm
conf/cikm/MishraRX16,1,cikm
conf/cikm/MisraYJC09,1,cikm
conf/cikm/MitraC15,1,cikm
conf/cikm/MitraGSL07,1,cikm
conf/cikm/MitraM13,1,cikm
conf/cikm/MiuraMSW00,1,cikm
conf/cikm/MiuraS03,1,cikm
conf/cikm/MiyanishiSU13,1,cikm
conf/cikm/MiyauchiK15,1,cikm
conf/cikm/MoCKYRLCL13,1,cikm
conf/cikm/ModaniD08,1,cikm
conf/cikm/MoffatSTB15,0,cikm
conf/cikm/MoffatTS13,0,cikm
conf/cikm/MogadalaV12,1,cikm
conf/cikm/MoghaddamE10,1,cikm
conf/cikm/MoghaddamE12,1,cikm
conf/cikm/MoghaddamJE11,1,cikm
conf/cikm/MohammedFD09,1,cikm
conf/cikm/MohanSW05,1,cikm
conf/cikm/MohtaramiALT11,1,cikm
conf/cikm/MokbelA01,1,cikm
conf/cikm/MokhtaripourJ06,1,cikm
conf/cikm/MomtaziK09,1,cikm
conf/cikm/MomtaziK11,1,cikm
conf/cikm/MontagueA01,1,cikm
conf/cikm/MontagueA02,1,cikm
conf/cikm/MontanerSFD11,1,cikm
conf/cikm/MontanezWH14,1,cikm
conf/cikm/MontoyaTAS16,1,cikm
conf/cikm/MoonDJLZ10,1,cikm
conf/cikm/MoonLCLZC10,1,cikm
conf/cikm/MoreiraTGSP15,0,cikm
conf/cikm/MorenoSRS12,1,cikm
conf/cikm/MorganK13,1,cikm
conf/cikm/MorishimaYTSK13,1,cikm
conf/cikm/MoroN12,0,cikm
conf/cikm/MortonMG12,1,cikm
conf/cikm/Moschitti08,0,cikm
conf/cikm/MoshfeghiOMJTLT15,1,cikm
conf/cikm/MoshfeghiVT16,1,cikm
conf/cikm/MotoyoshiMW02,1,cikm
conf/cikm/MouJXL0J16,1,cikm
conf/cikm/Moussa09,1,cikm
conf/cikm/MouzaLRS09,0,cikm
conf/cikm/MouzaRS05,0,cikm
conf/cikm/MukherjeeAJ14,1,cikm
conf/cikm/MukherjeeMRB12,1,cikm
conf/cikm/MukherjeeW15,1,cikm
conf/cikm/MukherjiLWBRW13,1,cikm
conf/cikm/MukherjiRBR08,1,cikm
conf/cikm/MukherjiRW14,1,cikm
conf/cikm/MukherjiWBRW13,1,cikm
conf/cikm/MulhemL02,1,cikm
conf/cikm/MullangiR13,1,cikm
conf/cikm/MullerAGS11,1,cikm
conf/cikm/MullerEH05,0,cikm
conf/cikm/MullerFL06,0,cikm
conf/cikm/MullerM11,0,cikm
conf/cikm/MullerP11,0,cikm
conf/cikm/MullerSS10,1,cikm
conf/cikm/MunozTG15,0,cikm
conf/cikm/Muntes-MuleroN09,0,cikm
conf/cikm/MurakamiM12,1,cikm
conf/cikm/MurakamiU11,1,cikm
conf/cikm/MuralidharanHF13,1,cikm
conf/cikm/MurataTMKM10,1,cikm
conf/cikm/MurdockG11,0,cikm
conf/cikm/MurilloS09,1,cikm
conf/cikm/Murphy13,0,cikm
conf/cikm/MwebazeMBV10,1,cikm
conf/cikm/MwebesaBW07,1,cikm
conf/cikm/NaLM09,1,cikm
conf/cikm/NadungodageXL16,1,cikm
conf/cikm/NaeemWDL13,1,cikm
conf/cikm/NagiS08,1,cikm
conf/cikm/NahmM02,1,cikm
conf/cikm/Najork07,1,cikm
conf/cikm/Najork16,1,cikm
conf/cikm/NajorkC08,1,cikm
conf/cikm/NakamotoNMUKI08,1,cikm
conf/cikm/NakamuraST08,1,cikm
conf/cikm/NakataniJT09,1,cikm
conf/cikm/NakatsujiFTUFI10,1,cikm
conf/cikm/NallapatiA02,1,cikm
conf/cikm/NallapatiCA03,1,cikm
conf/cikm/NallapatiFPA04,1,cikm
conf/cikm/NamLL08,1,cikm
conf/cikm/NamataSGS07,1,cikm
conf/cikm/NambiarFSNR11,1,cikm
conf/cikm/NambiarGGM10,1,cikm
conf/cikm/NambiarT13,1,cikm
conf/cikm/NanavatiCJK01,1,cikm
conf/cikm/NanavatiGDCDMJ06,1,cikm
conf/cikm/NanbaFIH08,1,cikm
conf/cikm/NandiSLDR15,1,cikm
conf/cikm/NanopoulosMT02,1,cikm
conf/cikm/NarasimhaT05,1,cikm
conf/cikm/NarrLA11,1,cikm
conf/cikm/NaseriL10,1,cikm
conf/cikm/NasraouiCRG06,1,cikm
conf/cikm/Naumann11,0,cikm
conf/cikm/NaveedGKA11,1,cikm
conf/cikm/NavigliFSLA11,0,cikm
conf/cikm/NawrotGDT14,0,cikm
conf/cikm/Nayak14,1,cikm
conf/cikm/NayakMVG14,1,cikm
conf/cikm/NegahbanRG12,1,cikm
conf/cikm/NegiC16,1,cikm
conf/cikm/NetoGCPSA13,1,cikm
conf/cikm/Neuhold01,0,cikm
conf/cikm/Ng11,1,cikm
conf/cikm/Ng13,1,cikm
conf/cikm/NgYK09,1,cikm
conf/cikm/NguyenCH12,1,cikm
conf/cikm/NguyenDTH12,0,cikm
conf/cikm/NguyenGMD16,1,cikm
conf/cikm/NguyenKPT10,1,cikm
conf/cikm/NguyenL14,1,cikm
conf/cikm/NguyenLT13,1,cikm
conf/cikm/NguyenNF10,0,cikm
conf/cikm/NguyenNMF12,0,cikm
conf/cikm/NguyenS08,1,cikm
conf/cikm/NguyenS08a,1,cikm
conf/cikm/NguyenTT14,0,cikm
conf/cikm/NguyenTTN16,0,cikm
conf/cikm/NguyenYF08,1,cikm
conf/cikm/NguyenYLF10,1,cikm
conf/cikm/NiC09,1,cikm
conf/cikm/NiLZLF12,1,cikm
conf/cikm/NiXLH08,1,cikm
conf/cikm/NicaS11,0,cikm
conf/cikm/NicaV10,0,cikm
conf/cikm/NicolaJ03,0,cikm
conf/cikm/NicolaK09,0,cikm
conf/cikm/NieK01,1,cikm
conf/cikm/NieNVK02,1,cikm
conf/cikm/Niebler0ZDH16,0,cikm
conf/cikm/NiesBN0MW14,0,cikm
conf/cikm/NiesTDV0MW15,1,cikm
conf/cikm/NigamG00,1,cikm
conf/cikm/NishidaF10,1,cikm
conf/cikm/Nitta10,1,cikm
conf/cikm/NiuJT04,1,cikm
conf/cikm/NiuLGC12,1,cikm
conf/cikm/NiuLX11,1,cikm
conf/cikm/NiuRWY12,1,cikm
conf/cikm/Nomoto10,1,cikm
conf/cikm/Nomoto11,1,cikm
conf/cikm/NomotoK12,1,cikm
conf/cikm/NoorSNAL13,1,cikm
conf/cikm/NoroziA13,1,cikm
conf/cikm/NoroziAV12,1,cikm
conf/cikm/Norvag00,0,cikm
conf/cikm/NottelmannF01,0,cikm
conf/cikm/NottelmannS05,0,cikm
conf/cikm/NtoutsiSRK14,1,cikm
conf/cikm/NurmiLBFKP08,0,cikm
conf/cikm/NusselderPSM09,0,cikm
conf/cikm/NuttPS15,0,cikm
conf/cikm/NuttR12,0,cikm
conf/cikm/ONeilPA11,0,cikm
conf/cikm/OatesB0CFG13,1,cikm
conf/cikm/Obrst03,0,cikm
conf/cikm/OchiaiKT14,1,cikm
conf/cikm/Ockerbloom10,0,cikm
conf/cikm/OdijkWAD15,1,cikm
conf/cikm/OgilvieC01,0,cikm
conf/cikm/OgilvieL06,1,cikm
conf/cikm/OgrasF03,1,cikm
conf/cikm/OhKPZ13,1,cikm
conf/cikm/OhLLMY13,1,cikm
conf/cikm/OhY12,1,cikm
conf/cikm/OhY15,1,cikm
conf/cikm/OjewoleZH06,1,cikm
conf/cikm/OkamotoWNC11,1,cikm
conf/cikm/OldenburgGC08,0,cikm
conf/cikm/OliveiraGBBAZG12,1,cikm
conf/cikm/Olsson09,0,cikm
conf/cikm/OlssonO06,0,cikm
conf/cikm/OnLHWLX10,1,cikm
conf/cikm/OngTNPL01,1,cikm
conf/cikm/Onizuka03,1,cikm
conf/cikm/OrangS12,1,cikm
conf/cikm/OrdentlichYFCGD16,1,cikm
conf/cikm/OrdonezCG07,1,cikm
conf/cikm/OrdonezG06,0,cikm
conf/cikm/OrdonezG11,0,cikm
conf/cikm/OrdonezGC07,1,cikm
conf/cikm/OrdonezMGTM12,1,cikm
conf/cikm/OrdonezO02,0,cikm
conf/cikm/OrdonezS10,1,cikm
conf/cikm/OrlandicLY05,1,cikm
conf/cikm/OrlandicY00,1,cikm
conf/cikm/OroR11,0,cikm
conf/cikm/OteroVF08,0,cikm
conf/cikm/OttavianoG11,0,cikm
conf/cikm/Otterbacher10,1,cikm
conf/cikm/OuCC16,1,cikm
conf/cikm/OuyangLL07,1,cikm
conf/cikm/OuyangSTN14,1,cikm
conf/cikm/OzcanAU08,1,cikm
conf/cikm/OzdemirayA14,1,cikm
conf/cikm/OzertemVL11,1,cikm
conf/cikm/PCK11,1,cikm
conf/cikm/PaiRRS13,1,cikm
conf/cikm/PaikO14,1,cikm
conf/cikm/PalBP13,1,cikm
conf/cikm/PalK10,1,cikm
conf/cikm/PalMMMS08,1,cikm
conf/cikm/PalWZNS13,1,cikm
conf/cikm/PalaciosLSM10,0,cikm
conf/cikm/PalottiZH15,0,cikm
conf/cikm/PaltoglouSL08,1,cikm
conf/cikm/PaltoglouSS07,1,cikm
conf/cikm/PaltoglouSS08,1,cikm
conf/cikm/Palumbo0T16,0,cikm
conf/cikm/PanCASD09,1,cikm
conf/cikm/PanF02,1,cikm
conf/cikm/PanW13,1,cikm
conf/cikm/PanXM08,1,cikm
conf/cikm/PanZ12,1,cikm
conf/cikm/PanZ12a,1,cikm
conf/cikm/PanZ14,1,cikm
conf/cikm/PandeyABHCRZ11,1,cikm
conf/cikm/PanemGV14,1,cikm
conf/cikm/PapagelisBG11,0,cikm
conf/cikm/PapaioannouROA12,0,cikm
conf/cikm/PapakonstantinouV01,1,cikm
conf/cikm/PaquesLP02,1,cikm
conf/cikm/ParadaCCR13,0,cikm
conf/cikm/ParameswaranGU10,1,cikm
conf/cikm/ParameswaranKA13,1,cikm
conf/cikm/ParameswaranPGPW12,1,cikm
conf/cikm/Paranjpe09,1,cikm
conf/cikm/ParaparB08,1,cikm
conf/cikm/ParateM09,1,cikm
conf/cikm/ParekhHRWW09,1,cikm
conf/cikm/Pareti11,0,cikm
conf/cikm/ParikhS08,1,cikm
conf/cikm/ParikhS11,1,cikm
conf/cikm/ParikhS11a,1,cikm
conf/cikm/ParikhSH13,1,cikm
conf/cikm/Park07,1,cikm
conf/cikm/ParkC13,1,cikm
conf/cikm/ParkCL15,1,cikm
conf/cikm/ParkCS11,1,cikm
conf/cikm/ParkFLZ16,1,cikm
conf/cikm/ParkG09,1,cikm
conf/cikm/ParkHL15,1,cikm
conf/cikm/ParkJLK16,1,cikm
conf/cikm/ParkKCP01,1,cikm
conf/cikm/ParkKPBKL14,1,cikm
conf/cikm/ParkKPCNYR15,1,cikm
conf/cikm/ParkL07,1,cikm
conf/cikm/ParkL10,1,cikm
conf/cikm/ParkL11,1,cikm
conf/cikm/ParkLL09,1,cikm
conf/cikm/ParkLM15,1,cikm
conf/cikm/ParkR07,1,cikm
conf/cikm/ParkR09,1,cikm
conf/cikm/ParkSBY11,1,cikm
conf/cikm/ParkSKP14,1,cikm
conf/cikm/ParkSNL09,1,cikm
conf/cikm/ParkSYRY10,1,cikm
conf/cikm/ParkhomenkoLP03,1,cikm
conf/cikm/ParthasarathyMS06,1,cikm
conf/cikm/PartonMAH08,0,cikm
conf/cikm/Pasca04,0,cikm
conf/cikm/Pasca07,0,cikm
conf/cikm/Pasca07a,0,cikm
conf/cikm/Pasca11,0,cikm
conf/cikm/Pasca11a,0,cikm
conf/cikm/Pasca15,0,cikm
conf/cikm/PascaDG07,0,cikm
conf/cikm/Pasley08,0,cikm
conf/cikm/PasternackR09,0,cikm
conf/cikm/PatelTC13,1,cikm
conf/cikm/PattanasriMM09,1,cikm
conf/cikm/PatwardhanBAMC12,1,cikm
conf/cikm/Paul15,1,cikm
conf/cikm/PavlovGB10,0,cikm
conf/cikm/PawlishV10,0,cikm
conf/cikm/PawlishVR12,0,cikm
conf/cikm/PearsonB10,0,cikm
conf/cikm/PearsonBT10,0,cikm
conf/cikm/Pedersen13,0,cikm
conf/cikm/PedersenSGJ00,1,cikm
conf/cikm/PeelWZ11,0,cikm
conf/cikm/PeersmanDV11,0,cikm
conf/cikm/PeiHW02,1,cikm
conf/cikm/PeirisLR16,1,cikm
conf/cikm/PelekisGVKT11,1,cikm
conf/cikm/PenevW09,1,cikm
conf/cikm/PengCS00X15,1,cikm
conf/cikm/PengH06,1,cikm
conf/cikm/PengKYC16,1,cikm
conf/cikm/PengLS08,1,cikm
conf/cikm/PengMHO09,1,cikm
conf/cikm/PengZLHWZ15,1,cikm
conf/cikm/PengZZW10,1,cikm
conf/cikm/PennacchiottiSVV12,1,cikm
conf/cikm/PeraN07,1,cikm
conf/cikm/PeraN11,1,cikm
conf/cikm/PeraQN11,1,cikm
conf/cikm/Pereira07,0,cikm
conf/cikm/PereraSTNS13,1,cikm
conf/cikm/PerezSLK15,1,cikm
conf/cikm/PesenhoferEBD08,0,cikm
conf/cikm/PetersenSJL16,0,cikm
conf/cikm/PetinotGBTHC04,1,cikm
conf/cikm/PetkovaC07,0,cikm
conf/cikm/PetroniQDKI15,1,cikm
conf/cikm/Pettit15,0,cikm
conf/cikm/PeukertER11,1,cikm
conf/cikm/PfeifferNB14,0,cikm
conf/cikm/PhamMLC07,1,cikm
conf/cikm/PhamP16,0,cikm
conf/cikm/PhamRMSB09,1,cikm
conf/cikm/PhanDXPK14,1,cikm
conf/cikm/PiaoB16,1,cikm
conf/cikm/Pickens11,0,cikm
conf/cikm/PickensC02,0,cikm
conf/cikm/PickensCG10,0,cikm
conf/cikm/PickensG08,0,cikm
conf/cikm/PickensM06,0,cikm
conf/cikm/PillutlaRBSJ11,1,cikm
conf/cikm/PilzP11,0,cikm
conf/cikm/PimentelCS11,0,cikm
conf/cikm/PimplikarGBP14,1,cikm
conf/cikm/PinchakRL09,1,cikm
conf/cikm/PintoHPWCD01,1,cikm
conf/cikm/PiochE06,0,cikm
conf/cikm/PisharathCK04,1,cikm
conf/cikm/PitchaimalaiOG10,1,cikm
conf/cikm/PitonBBG09,0,cikm
conf/cikm/PiwowarskiFLR10,1,cikm
conf/cikm/PiwowarskiL04,1,cikm
conf/cikm/PiwowarskiZ07,1,cikm
conf/cikm/PlacekTSDS08,1,cikm
conf/cikm/Plale13,0,cikm
conf/cikm/PobleteBMB10,0,cikm
conf/cikm/PobleteCG08,0,cikm
conf/cikm/PobleteGMJ11,0,cikm
conf/cikm/PollyW01,1,cikm
conf/cikm/Polyzotis05,0,cikm
conf/cikm/PonceleonS01,1,cikm
conf/cikm/PopatMSW16,1,cikm
conf/cikm/Popescu12,0,cikm
conf/cikm/PopescuDKA10,1,cikm
conf/cikm/PopescuGM09,0,cikm
conf/cikm/PopescuP10,0,cikm
conf/cikm/PortmannKG12,0,cikm
conf/cikm/PossasZRM05,1,cikm
conf/cikm/PotamiasBCG09,1,cikm
conf/cikm/PotamiasPS06,1,cikm
conf/cikm/PouliopoulouGM13,0,cikm
conf/cikm/PoundHIW12,1,cikm
conf/cikm/PrabhuNTDNP09,1,cikm
conf/cikm/PradhanDL15,1,cikm
conf/cikm/PragerLC07,0,cikm
conf/cikm/PraingS07,0,cikm
conf/cikm/PrasadK05,1,cikm
conf/cikm/PrasadP08,1,cikm
conf/cikm/PrasojoKN15,1,cikm
conf/cikm/Prat-PerezDBL12,0,cikm
conf/cikm/PreissS15,0,cikm
conf/cikm/Preotiuc-Pietro16,0,cikm
conf/cikm/PreumSQ15,1,cikm
conf/cikm/PriceNDV07,0,cikm
conf/cikm/PriebeP03,0,cikm
conf/cikm/ProkofyevMGDC14,0,cikm
conf/cikm/PuH09,1,cikm
conf/cikm/PuHDM10,1,cikm
conf/cikm/PuJWHX15,1,cikm
conf/cikm/PuM05,1,cikm
conf/cikm/PuWLW11,1,cikm
conf/cikm/PujaraMGC13,1,cikm
conf/cikm/PuneraM10,1,cikm
conf/cikm/PuppinS06,0,cikm
conf/cikm/QahtanZW12,1,cikm
conf/cikm/QamraTC06,1,cikm
conf/cikm/QiCKKW09,1,cikm
conf/cikm/QiD06,1,cikm
conf/cikm/QiD11,1,cikm
conf/cikm/QiKMP05,1,cikm
conf/cikm/QiYXD10,1,cikm
conf/cikm/QiYZZ12,1,cikm
conf/cikm/QianCXQ10,1,cikm
conf/cikm/QianD08,1,cikm
conf/cikm/QianHCZN11,1,cikm
conf/cikm/QianHSR15,1,cikm
conf/cikm/QianLLXSS09,1,cikm
conf/cikm/QianNZ09,1,cikm
conf/cikm/QianSS14,1,cikm
conf/cikm/QianSYZL13,1,cikm
conf/cikm/QianXWC06,1,cikm
conf/cikm/QianZ14,1,cikm
conf/cikm/QiangLY13,1,cikm
conf/cikm/QiaoAA02,1,cikm
conf/cikm/QinSFSC14,1,cikm
conf/cikm/QinSFZW14,1,cikm
conf/cikm/QinZ13,1,cikm
conf/cikm/QinZWWZH12,1,cikm
conf/cikm/QiuL01,1,cikm
conf/cikm/QiuSCCK16,1,cikm
conf/cikm/QiuYJ13,1,cikm
conf/cikm/QiuZHZ09,1,cikm
conf/cikm/QuC11,1,cikm
conf/cikm/QuMG08,1,cikm
conf/cikm/QuanzH09,1,cikm
conf/cikm/QuanzH12,1,cikm
conf/cikm/QuanzPH08,1,cikm
conf/cikm/QuattroneCMFU11,0,cikm
conf/cikm/QuattroneNKT14,1,cikm
conf/cikm/Quesada-MartinezFS12,1,cikm
conf/cikm/Quiane-RuizLCV07,1,cikm
conf/cikm/QureshiOP12,1,cikm
conf/cikm/RachakondaS09,1,cikm
conf/cikm/RadevQZBZFP01,1,cikm
conf/cikm/RadevT03,1,cikm
conf/cikm/RadhakrishnanV13,1,cikm
conf/cikm/RadlinskiKJ08,1,cikm
conf/cikm/RafailidisC16,1,cikm
conf/cikm/RafieiBCP09,1,cikm
conf/cikm/RafieiL09,1,cikm
conf/cikm/RafieiR16,1,cikm
conf/cikm/RafieiT15,1,cikm
conf/cikm/RaftopoulouP08,1,cikm
conf/cikm/Raghavan07,1,cikm
conf/cikm/RaghavanI10,1,cikm
conf/cikm/RaghavanL10,1,cikm
conf/cikm/RaghuveerJMDD07,1,cikm
conf/cikm/RahimiSK14,1,cikm
conf/cikm/RahmanBH12,1,cikm
conf/cikm/RahmanH14,1,cikm
conf/cikm/RahurkarC08,1,cikm
conf/cikm/RaiberK10,0,cikm
conf/cikm/RaiberK12,0,cikm
conf/cikm/RaiberKT12,0,cikm
conf/cikm/RajaramanT02,1,cikm
conf/cikm/RajasekaranS16,1,cikm
conf/cikm/RajputEPA12,1,cikm
conf/cikm/RajputPGA11,1,cikm
conf/cikm/RamachandranG12,1,cikm
conf/cikm/RamadanC14,1,cikm
conf/cikm/RamadossR06,1,cikm
conf/cikm/Ramakrishnan04,1,cikm
conf/cikm/RamakrishnanPD05,1,cikm
conf/cikm/RamanJS11,1,cikm
conf/cikm/RamanSGB12,1,cikm
conf/cikm/RamaswamyILD03,1,cikm
conf/cikm/RamirezWV05,1,cikm
conf/cikm/RanganathGL13,1,cikm
conf/cikm/RanganathanL06,1,cikm
conf/cikm/RanganathanRU09,1,cikm
conf/cikm/RaoCFB07,1,cikm
conf/cikm/RaoHL16,1,cikm
conf/cikm/RasolofoAS01,1,cikm
conf/cikm/Rastan13,0,cikm
conf/cikm/RatheeKK15,1,cikm
conf/cikm/RaviP08,1,cikm
conf/cikm/RavikumarTBK13,1,cikm
conf/cikm/RavindranG04,1,cikm
conf/cikm/RazenteBTFT08,0,cikm
conf/cikm/Razniewski16,0,cikm
conf/cikm/ReS07,0,cikm
conf/cikm/RedaPTPS12,1,cikm
conf/cikm/ReddyFRRB08,1,cikm
conf/cikm/ReeveHNYSB06,1,cikm
conf/cikm/Regan11,0,cikm
conf/cikm/ReinandaMR16,1,cikm
conf/cikm/ReisDPSR13,0,cikm
conf/cikm/RekabsazLHZ16,1,cikm
conf/cikm/RelueWH01,1,cikm
conf/cikm/RenCJ12,1,cikm
conf/cikm/RenIAR16,1,cikm
conf/cikm/RenLZZ12,1,cikm
conf/cikm/RenMWL11,1,cikm
conf/cikm/RenP11,1,cikm
conf/cikm/RenRPS04,1,cikm
conf/cikm/RenTOS14,1,cikm
conf/cikm/RenZRZYW16,1,cikm
conf/cikm/RendaC04,1,cikm
conf/cikm/ReyesD12,0,cikm
conf/cikm/RezvaniLXL15,1,cikm
conf/cikm/Riaz08,1,cikm
conf/cikm/Riaz08a,1,cikm
conf/cikm/RibaupierreF11,0,cikm
conf/cikm/RibaupierreF13,0,cikm
conf/cikm/RibierePS10,0,cikm
conf/cikm/Rigoutsos04,0,cikm
conf/cikm/RinsurongkawongO08,1,cikm
conf/cikm/RiondatoDFU12,1,cikm
conf/cikm/RistanoskiLB13,1,cikm
conf/cikm/RitchieRT08,0,cikm
conf/cikm/RiveroHRC11,0,cikm
conf/cikm/Robertson06,0,cikm
conf/cikm/RobertsonZT04,1,cikm
conf/cikm/RochaMPGM08,1,cikm
conf/cikm/RodriguesM09,1,cikm
conf/cikm/RodriguezB08,0,cikm
conf/cikm/RogatiY02,1,cikm
conf/cikm/RogatiYC08,1,cikm
conf/cikm/RohLP10,1,cikm
conf/cikm/RoitmanCF12,0,cikm
conf/cikm/RoitmanSG11,0,cikm
conf/cikm/RoitmanYTKM11,1,cikm
conf/cikm/Roj11,0,cikm
conf/cikm/RokickiCZS14,1,cikm
conf/cikm/RonenS10,1,cikm
conf/cikm/RonenS10a,1,cikm
conf/cikm/RongM13,1,cikm
conf/cikm/RongZC16,1,cikm
conf/cikm/RongZYSL16,1,cikm
conf/cikm/RonnauPB09,1,cikm
conf/cikm/RonzanoMT11,0,cikm
conf/cikm/RosenfeldF07,0,cikm
conf/cikm/RosenfeldFA02,0,cikm
conf/cikm/RosenfeldFFSA04,0,cikm
conf/cikm/RosenfeldFU08,0,cikm
conf/cikm/Rosenthal01,0,cikm
conf/cikm/RosenthalJ14,1,cikm
conf/cikm/RosenthalW01,0,cikm
conf/cikm/RoshchinaCR11,1,cikm
conf/cikm/RossiZ16,1,cikm
conf/cikm/RotaBG11,0,cikm
conf/cikm/RotemSW05,1,cikm
conf/cikm/Roth13,0,cikm
conf/cikm/RothBWK13,0,cikm
conf/cikm/RothK13,0,cikm
conf/cikm/RoukhBO16,1,cikm
conf/cikm/RousseauV13,1,cikm
conf/cikm/RoussinovFN05,1,cikm
conf/cikm/RoussinovFN05a,1,cikm
conf/cikm/RoussinovT07,1,cikm
conf/cikm/RoyGMJ16,1,cikm
conf/cikm/RoyMBR05,1,cikm
conf/cikm/RoyWDNM08,1,cikm
conf/cikm/RoychoudhuryKB15,1,cikm
conf/cikm/RuanSXTFLZ16,1,cikm
conf/cikm/RuanXSTFLZ16,1,cikm
conf/cikm/RudraGGGG15,1,cikm
conf/cikm/RullFTU07,0,cikm
conf/cikm/RuotsaloPEGKAKRMJK13,1,cikm
conf/cikm/SachanCFS11,1,cikm
conf/cikm/Sadri12,1,cikm
conf/cikm/SadriB00,1,cikm
conf/cikm/SadriMY16,1,cikm
conf/cikm/Saez-TrumperCL13,1,cikm
conf/cikm/SafadiQ11,1,cikm
conf/cikm/SahW10,1,cikm
conf/cikm/SahayRP11,1,cikm
conf/cikm/SahlgrenK09,0,cikm
conf/cikm/SahliMK13,1,cikm
conf/cikm/SahooCKDP06,1,cikm
conf/cikm/SaidKLA10,1,cikm
conf/cikm/SaidLBV13,1,cikm
conf/cikm/SaidiSA07,1,cikm
conf/cikm/Sakai08,1,cikm
conf/cikm/Sakai14,1,cikm
conf/cikm/SakaiKS11,1,cikm
conf/cikm/SakrEH12,1,cikm
conf/cikm/SakuraiYUK00,1,cikm
conf/cikm/SalomatinLY12,1,cikm
conf/cikm/SamieiKLN16,1,cikm
conf/cikm/SampsonMWL16,1,cikm
conf/cikm/Sanchez-CisnerosMS13,1,cikm
conf/cikm/Sanchez-RuizUH08,1,cikm
conf/cikm/Sanderson15,0,cikm
conf/cikm/SandersonTZS12,1,cikm
conf/cikm/SangLX15,1,cikm
conf/cikm/SankaranarayananD13,1,cikm
conf/cikm/SankeyW01,1,cikm
conf/cikm/SannerGGKK11,1,cikm
conf/cikm/SanoE04,1,cikm
conf/cikm/SantosELE09,1,cikm
conf/cikm/SantosMO10,1,cikm
conf/cikm/SantosMO11,1,cikm
conf/cikm/SantosMP11,0,cikm
conf/cikm/SantuSZ16,1,cikm
conf/cikm/SapkotaADYB11,1,cikm
conf/cikm/SapkotaADYB11a,1,cikm
conf/cikm/SarmaJB11,1,cikm
conf/cikm/SarmaJMB12,1,cikm
conf/cikm/SarmentoJRO07,1,cikm
conf/cikm/SattlerD01,0,cikm
conf/cikm/SatyaLLTZ16,1,cikm
conf/cikm/SautterBK10,1,cikm
conf/cikm/SavinovD10,1,cikm
conf/cikm/SavkovicPPN12,1,cikm
conf/cikm/SayedHZ07,1,cikm
conf/cikm/SayeedSDHMR09,1,cikm
conf/cikm/SayyadiEHR10,1,cikm
conf/cikm/SazogluCOAU13,1,cikm
conf/cikm/SchaferKR02,0,cikm
conf/cikm/SchallehnSS01,1,cikm
conf/cikm/SchelterETM13,1,cikm
conf/cikm/ScheringDFB09,0,cikm
conf/cikm/ScheringMH07,0,cikm
conf/cikm/SchifanellaCS11,1,cikm
conf/cikm/SchildS16,0,cikm
conf/cikm/SchlaeferCNFZF11,1,cikm
conf/cikm/SchleicherVID15,1,cikm
conf/cikm/SchlenoffM05,0,cikm
conf/cikm/SchneiderBV14,1,cikm
conf/cikm/SchneiderV13,0,cikm
conf/cikm/SchnjakinAM10,1,cikm
conf/cikm/SchnoberG15,0,cikm
conf/cikm/SchockaertC07,0,cikm
conf/cikm/ScholerW02,0,cikm
conf/cikm/SchryverSX12,1,cikm
conf/cikm/SchuhmacherDP15,0,cikm
conf/cikm/SchuhmacherP13,0,cikm
conf/cikm/SchuthHWR13,0,cikm
conf/cikm/SchuthSWLR14,0,cikm
conf/cikm/SchutzSD12,0,cikm
conf/cikm/SchutzeVP06,0,cikm
conf/cikm/ScrapperBM05,0,cikm
conf/cikm/SebastianiSV00,0,cikm
conf/cikm/SegerenGC14,1,cikm
conf/cikm/SeguelaS11,0,cikm
conf/cikm/Segura-BedmarCPM09,1,cikm
